#            band          E0[eV]          Sx[eV]        Vxcl[eV]       Vxcnl[eV]         EHF[eV]
     0.1000000000E+01   -0.5904036555E+01   -0.2499188925E+02   -0.1498153100E+02    0.0000000000E+00   -0.1591439480E+02
     0.2000000000E+01    0.8622237097E+01   -0.2112483267E+02   -0.1657407290E+02    0.0000000000E+00    0.4071477327E+01
     0.3000000000E+01    0.9048692801E+01   -0.1994123176E+02   -0.1610045594E+02    0.0000000000E+00    0.5207916979E+01
     0.4000000000E+01    0.9048692801E+01   -0.1994123176E+02   -0.1610045594E+02    0.0000000000E+00    0.5207916979E+01
     0.5000000000E+01    0.1753936152E+02   -0.9002464368E+01   -0.1463510928E+02    0.0000000000E+00    0.2317200643E+02
     0.6000000000E+01    0.2329602278E+02   -0.6759036027E+01   -0.1362047048E+02    0.0000000000E+00    0.3015745723E+02
     0.7000000000E+01    0.2457995161E+02   -0.8277656087E+01   -0.1648623245E+02    0.0000000000E+00    0.3278852798E+02
     0.8000000000E+01    0.2457995161E+02   -0.8277656087E+01   -0.1648623245E+02    0.0000000000E+00    0.3278852798E+02
