#            band          E0[eV]         EHF[eV]         Eqp[eV]      Eqp-E0[eV]      Sc_Eqp[eV]       Width[eV]
     0.1000000000E+01   -0.3628703201E+01   -0.1314805003E+02   -0.5569060174E+01   -0.1940356973E+01    0.7593724959E+01    0.7806702614E+00
     0.2000000000E+01    0.2224969954E+01   -0.4787596140E+01    0.4992197974E+00   -0.1725750157E+01    0.5276644823E+01    0.1442827491E+00
     0.3000000000E+01    0.1118705903E+02    0.7734424218E+01    0.9832814287E+01   -0.1354244745E+01    0.2098489306E+01    0.4510083100E-02
     0.4000000000E+01    0.1118705903E+02    0.7734416463E+01    0.9832810888E+01   -0.1354248145E+01    0.2098493663E+01    0.4510082381E-02
     0.5000000000E+01    0.2249674807E+02    0.2955229284E+02    0.2343915579E+02    0.9424077231E+00   -0.6113142002E+01   -0.5122094033E-02
     0.6000000000E+01    0.2249674807E+02    0.2955227781E+02    0.2343914995E+02    0.9424018793E+00   -0.6113132806E+01   -0.5122090095E-02
     0.7000000000E+01    0.2302373762E+02    0.2972820794E+02    0.2343252821E+02    0.4087905966E+00   -0.6295686847E+01   -0.4947419738E-02
     0.8000000000E+01    0.2979804592E+02    0.3865672990E+02    0.3055081554E+02    0.7527696241E+00   -0.8110256858E+01   -0.6742856216E-01
