 iks ibn en[eV] imselfen[meV]
   1   1   -0.2373585696E+02    0.1735477339E+01
   1   2   -0.2248766640E+01    0.5259642178E+02
   1   3   -0.2248766640E+01    0.5259643174E+02
   1   4   -0.2248766640E+01    0.5259641997E+02
   1   5    0.3356716518E+01    0.8653491175E+02
   1   6    0.3356716518E+01    0.8653493320E+02
   1   7    0.3356716518E+01    0.8653491651E+02
   1   8    0.1152405871E+02    0.3381060483E+03
   2   1   -0.2199528260E+02    0.9560543386E+02
   2   2   -0.8815606816E+01    0.1709081696E+03
   2   3   -0.4007297411E+01    0.1975117988E+03
   2   4   -0.4007297411E+01    0.1975117078E+03
   2   5    0.5565765916E+01    0.4057977487E+03
   2   6    0.5565765916E+01    0.4057981622E+03
   2   7    0.6096843284E+01    0.2728715717E+03
   2   8    0.1252996908E+02    0.1493905013E+03
   3   1   -0.1778820542E+02    0.3869807339E+03
   3   2   -0.1572211413E+02    0.1860363827E+02
   3   3   -0.5067601614E+01    0.1181322924E+03
   3   4   -0.5067601614E+01    0.1181322885E+03
   3   5    0.6229749413E+01    0.5699497236E+03
   3   6    0.6229749413E+01    0.5699499352E+03
   3   7    0.6969926628E+01    0.3981952980E+02
   3   8    0.1333740816E+02    0.5594758619E+02
   4   1   -0.2141903489E+02    0.6541577462E+02
   4   2   -0.6634366875E+01    0.2621311891E+03
   4   3   -0.6410224859E+01    0.1065264339E+03
   4   4   -0.6410224859E+01    0.1065264422E+03
   4   5    0.2248766640E+01    0.9611880537E+02
   4   6    0.8079630387E+01    0.2921367309E+03
   4   7    0.9379622646E+01    0.1211716013E+04
   4   8    0.9379622646E+01    0.1211716226E+04
   5   1   -0.1761105974E+02    0.2365757087E+03
   5   2   -0.1300207263E+02    0.1534408288E+03
   5   3   -0.8988282727E+01    0.3083461638E+03
   5   4   -0.7169741071E+01    0.1764313500E+03
   5   5    0.3872777160E+01    0.3137640223E+03
   5   6    0.9218921702E+01    0.4677782369E+03
   5   7    0.1060615512E+02    0.7127507825E+03
   5   8    0.1122390042E+02    0.5770699921E+03
   6   1   -0.1919785612E+02    0.1157774419E+03
   6   2   -0.1086417032E+02    0.2537451322E+03
   6   3   -0.9911886236E+01    0.7639091163E+02
   6   4   -0.5283944347E+01    0.2596998845E+03
   6   5    0.5742743797E+01    0.8831045279E+03
   6   6    0.7798380799E+01    0.2827825694E+03
   6   7    0.1018553229E+02    0.4368243227E+03
   6   8    0.1182233518E+02    0.2472720562E+03
   7   1   -0.1490869983E+02    0.4683164010E+02
   7   2   -0.1490869725E+02    0.4683003678E+02
   7   3   -0.8606995161E+01    0.5239775149E+02
   7   4   -0.8606995161E+01    0.5239773995E+02
   7   5    0.2558102550E+01    0.1011464681E+03
   7   6    0.2558107430E+01    0.1011433962E+03
   7   7    0.1460761161E+02    0.8727500681E+02
   7   8    0.1460761161E+02    0.8727630650E+02
   8   1   -0.1404950348E+02    0.1046198537E+03
   8   2   -0.1404950019E+02    0.1046149656E+03
   8   3   -0.1069938944E+02    0.9342234234E+02
   8   4   -0.1069938912E+02    0.9342060569E+02
   8   5    0.8308575391E+01    0.3096060037E+03
   8   6    0.8308583297E+01    0.3096107967E+03
   8   7    0.1026229571E+02    0.7852706447E+03
   8   8    0.1026229636E+02    0.7852966574E+03
