#           band          E0[eV]         EHF[eV]         Eqp[eV]      Eqp-E0[eV]      Sc_Eqp[eV]       Width[eV]       LinEqp[eV]
         1      -3.6330000000e+00       0.0000000000e+00      -5.8469000000e+00      -2.2139000000e+00       0.0000000000e+00       0.0000000000e+00       0.0000000000e+00
         2       4.7054000000e+00       0.0000000000e+00       2.9499000000e+00      -1.7555000000e+00       0.0000000000e+00       0.0000000000e+00       0.0000000000e+00
         3       5.6534000000e+00       0.0000000000e+00       4.1644000000e+00      -1.4890000000e+00       0.0000000000e+00       0.0000000000e+00       0.0000000000e+00
         4       1.0288200000e+01       0.0000000000e+00       9.0941000000e+00      -1.1941000000e+00       0.0000000000e+00       0.0000000000e+00       0.0000000000e+00
         5       2.1305200000e+01       0.0000000000e+00       2.2016000000e+01       7.1080000000e-01       0.0000000000e+00       0.0000000000e+00       0.0000000000e+00
         6       2.3368000000e+01       0.0000000000e+00       2.4480500000e+01       1.1125000000e+00       0.0000000000e+00       0.0000000000e+00       0.0000000000e+00
         7       2.5757400000e+01       0.0000000000e+00       2.6712300000e+01       9.5490000000e-01       0.0000000000e+00       0.0000000000e+00       0.0000000000e+00
         8       2.7394300000e+01       0.0000000000e+00       2.8285200000e+01       8.9090000000e-01       0.0000000000e+00       0.0000000000e+00       0.0000000000e+00
