   1,   1, 0.370346779549452464E-04, 0.000000000000000000E+00
   1,   2,-0.507073554691780561E-20, 0.000000000000000000E+00
   1,   3, 0.507073554691780561E-20, 0.000000000000000000E+00
   1,   4, 0.000000000000000000E+00,-0.281482367798669176E-36
   1,   5, 0.334285000166912113E-04,-0.202415420028050172E-20
   1,   6, 0.000000000000000000E+00, 0.140741183899334588E-36
   2,   1,-0.126768388672945125E-19, 0.000000000000000000E+00
   2,   2, 0.370346779549452464E-04, 0.000000000000000000E+00
   2,   3, 0.253536777345890281E-20, 0.000000000000000000E+00
   2,   4, 0.334285000166912113E-04,-0.202415420028050172E-20
   2,   5, 0.000000000000000000E+00,-0.281482367798669176E-36
   2,   6, 0.507073554691780561E-20, 0.000000000000000000E+00
   3,   1, 0.760610332037670691E-20, 0.000000000000000000E+00
   3,   2, 0.126768388672945125E-19, 0.000000000000000000E+00
   3,   3, 0.899370939320686286E-04, 0.000000000000000000E+00
   3,   4,-0.253536777345890281E-20, 0.000000000000000000E+00
   3,   5, 0.000000000000000000E+00,-0.140741183899334588E-36
   3,   6,-0.253536777345890281E-20, 0.000000000000000000E+00
   4,   1, 0.000000000000000000E+00, 0.422223551698003680E-36
   4,   2, 0.334285000166912046E-04, 0.202415420028050097E-20
   4,   3,-0.253536777345890281E-20, 0.140741183899334588E-36
   4,   4, 0.370364376813306815E-04, 0.000000000000000000E+00
   4,   5, 0.177475744142123181E-19, 0.000000000000000000E+00
   4,   6,-0.253536777345890281E-20, 0.000000000000000000E+00
   5,   1, 0.334285000166912113E-04, 0.202415420028050097E-20
   5,   2,-0.253536777345890281E-20, 0.703705919496672856E-36
   5,   3, 0.760610332037670691E-20,-0.422223551698003680E-36
   5,   4, 0.152122066407534138E-19, 0.000000000000000000E+00
   5,   5, 0.370364376813306950E-04, 0.000000000000000000E+00
   5,   6, 0.000000000000000000E+00, 0.000000000000000000E+00
   6,   1,-0.253536777345890281E-20,-0.140741183899334588E-36
   6,   2, 0.000000000000000000E+00,-0.140741183899334588E-36
   6,   3,-0.253536777345890281E-20, 0.703705919496672856E-36
   6,   4,-0.253536777345890281E-20, 0.000000000000000000E+00
   6,   5,-0.253536777345890281E-20, 0.000000000000000000E+00
   6,   6, 0.899392378496739102E-04, 0.000000000000000000E+00
