 ikr ibn iq imode EPCE[meV]
   1 100   1   1    0.0000000000E+00
   1 100   1   2    0.0000000000E+00
   1 100   1   3    0.0000000000E+00
   1 100   1   4    0.4223056479E+01
   1 100   1   5    0.1836864730E+02
   1 100   1   6    0.1029931619E+02
   1 100   1   7    0.1094920409E+02
   1 100   1   8    0.8055891968E+01
   1 100   1   9    0.1204586180E+02
   1 100   1  10    0.8497252531E+01
   1 100   1  11    0.8983482131E+01
   1 100   1  12    0.1261038217E+02
   1 100   1  13    0.1706672580E+02
   1 100   1  14    0.3956500585E+02
   1 100   1  15    0.1907251474E+02
   1 100   1  16    0.1248251055E+02
   1 100   1  17    0.1104031184E+02
   1 100   1  18    0.2240999553E+02
   1 100   1  19    0.1395656917E+02
   1 100   1  20    0.6722753617E+01
   1 100   1  21    0.2185750207E+02
   1 100   1  22    0.1101792112E+02
   1 100   1  23    0.1014910709E+02
   1 100   1  24    0.9713907281E+01
   1 100   1  25    0.8842068108E+01
   1 100   1  26    0.8060129770E+01
   1 100   1  27    0.5450667337E+01
   1 100   1  28    0.1018419016E+02
   1 100   1  29    0.1032625252E+02
   1 100   1  30    0.1864047211E+02
   1 100   1  31    0.1215772677E+02
   1 100   1  32    0.1163016696E+02
   1 100   1  33    0.1507773154E+02
   1 100   1  34    0.1829779323E+02
   1 100   1  35    0.9891416512E+01
   1 100   1  36    0.6405342152E+01
   1 100   1  37    0.5232011015E+01
   1 100   1  38    0.8063499960E+01
   1 100   1  39    0.1761556517E+02
   1 100   1  40    0.1026074045E+02
   1 100   1  41    0.5386346696E+01
   1 100   1  42    0.1082609361E+02
   1 100   1  43    0.7547339589E+01
   1 100   1  44    0.2780929707E+01
   1 100   1  45    0.4443417268E+01
   1 100   1  46    0.1017695080E+02
   1 100   1  47    0.6474018956E+01
   1 100   1  48    0.1119636719E+02
   1 100   1  49    0.7177765220E+01
   1 100   1  50    0.1170748937E+02
   1 100   1  51    0.8837488192E+01
   1 100   1  52    0.5502994165E+01
   1 100   1  53    0.1146496952E+02
   1 100   1  54    0.6534745086E+01
   1 100   1  55    0.5653442690E+01
   1 100   1  56    0.5401296107E+01
   1 100   1  57    0.6852608414E+01
   1 100   1  58    0.1068333180E+02
   1 100   1  59    0.8300472182E+01
   1 100   1  60    0.4880282807E+01
   1 100   1  61    0.3165951144E+01
   1 100   1  62    0.1090129754E+02
   1 100   1  63    0.6100028411E+01
   1 100   1  64    0.3724243310E+01
   1 100   1  65    0.7823061923E+01
   1 100   1  66    0.6461852194E+01
   1 100   1  67    0.8355209696E+01
   1 100   1  68    0.5457354652E+01
   1 100   1  69    0.8912403135E+01
   1 100   1  70    0.5547817114E+01
   1 100   1  71    0.5194040920E+01
   1 100   1  72    0.1207798781E+02
   1 100   1  73    0.7910930022E+01
   1 100   1  74    0.8304214958E+01
   1 100   1  75    0.1582845778E+02
   1 100   1  76    0.1732394887E+02
   1 100   1  77    0.8007161855E+01
   1 100   1  78    0.9455775298E+01
   1 100   1  79    0.6205241945E+01
   1 100   1  80    0.5505167936E+01
   1 100   1  81    0.7219972795E+01
   1 100   1  82    0.5493204064E+01
   1 100   1  83    0.5359135592E+01
   1 100   1  84    0.4951262775E+01
   1 100   1  85    0.3655281391E+01
