 iks ibn iq imode en fm
   1 100   1   1   -0.2856578679E+01    0.0000000000E+00
   1 100   1   2   -0.2856578679E+01    0.0000000000E+00
   1 100   1   3   -0.2856578679E+01    0.0000000000E+00
   1 100   1   4   -0.2856578679E+01   -0.3979328125E+01
   1 100   1   5   -0.2856578679E+01   -0.1892592547E+02
   1 100   1   6   -0.2856578679E+01   -0.1044018563E+02
   1 100   1   7   -0.2856578679E+01   -0.1035446090E+02
   1 100   1   8   -0.2856578679E+01   -0.8020153131E+01
   1 100   1   9   -0.2856578679E+01   -0.1212666588E+02
   1 100   1  10   -0.2856578679E+01   -0.7902390931E+01
   1 100   1  11   -0.2856578679E+01   -0.8469107514E+01
   1 100   1  12   -0.2856578679E+01   -0.1226544600E+02
   1 100   1  13   -0.2856578679E+01   -0.1721849549E+02
   1 100   1  14   -0.2856578679E+01   -0.3889286746E+02
   1 100   1  15   -0.2856578679E+01   -0.1842503934E+02
   1 100   1  16   -0.2856578679E+01   -0.1170509655E+02
   1 100   1  17   -0.2856578679E+01   -0.1104662636E+02
   1 100   1  18   -0.2856578679E+01   -0.2299515032E+02
   1 100   1  19   -0.2856578679E+01   -0.1300047268E+02
   1 100   1  20   -0.2856578679E+01   -0.6596519955E+01
   1 100   1  21   -0.2856578679E+01   -0.2233723739E+02
   1 100   1  22   -0.2856578679E+01   -0.1100253187E+02
   1 100   1  23   -0.2856578679E+01   -0.1008393433E+02
   1 100   1  24   -0.2856578679E+01   -0.9692260864E+01
   1 100   1  25   -0.2856578679E+01   -0.8720167156E+01
   1 100   1  26   -0.2856578679E+01   -0.7901568371E+01
   1 100   1  27   -0.2856578679E+01   -0.5152512071E+01
   1 100   1  28   -0.2856578679E+01   -0.9934421933E+01
   1 100   1  29   -0.2856578679E+01   -0.1031632403E+02
   1 100   1  30   -0.2856578679E+01   -0.1883306350E+02
   1 100   1  31   -0.2856578679E+01   -0.1214023479E+02
   1 100   1  32   -0.2856578679E+01   -0.1111444781E+02
   1 100   1  33   -0.2856578679E+01   -0.1481602875E+02
   1 100   1  34   -0.2856578679E+01   -0.1812321191E+02
   1 100   1  35   -0.2856578679E+01   -0.9460821108E+01
   1 100   1  36   -0.2856578679E+01   -0.5972888641E+01
   1 100   1  37   -0.2856578679E+01   -0.4922539302E+01
   1 100   1  38   -0.2856578679E+01   -0.7903749929E+01
   1 100   1  39   -0.2856578679E+01   -0.1767043831E+02
   1 100   1  40   -0.2856578679E+01   -0.9954201889E+01
   1 100   1  41   -0.2856578679E+01   -0.4933432303E+01
   1 100   1  42   -0.2856578679E+01   -0.1051682723E+02
   1 100   1  43   -0.2856578679E+01   -0.7358671597E+01
   1 100   1  44   -0.2856578679E+01   -0.2210919203E+01
   1 100   1  45   -0.2856578679E+01   -0.4181798134E+01
   1 100   1  46   -0.2856578679E+01   -0.9198624736E+01
   1 100   1  47   -0.2856578679E+01   -0.2666579384E+01
   1 100   1  48   -0.2856578679E+01   -0.9692474218E+01
   1 100   1  49   -0.2856578679E+01   -0.4334736298E+01
   1 100   1  50   -0.2856578679E+01   -0.1144637773E+02
   1 100   1  51   -0.2856578679E+01   -0.8670807418E+01
   1 100   1  52   -0.2856578679E+01   -0.5043049970E+01
   1 100   1  53   -0.2856578679E+01   -0.9935422958E+01
   1 100   1  54   -0.2856578679E+01   -0.4449428424E+01
   1 100   1  55   -0.2856578679E+01   -0.4209447481E+01
   1 100   1  56   -0.2856578679E+01   -0.3077083824E+01
   1 100   1  57   -0.2856578679E+01   -0.4812719674E+01
   1 100   1  58   -0.2856578679E+01   -0.6396499787E+01
   1 100   1  59   -0.2856578679E+01   -0.2869877116E+01
   1 100   1  60   -0.2856578679E+01   -0.4298227290E+01
   1 100   1  61   -0.2856578679E+01   -0.2557789736E+01
   1 100   1  62   -0.2856578679E+01   -0.9722902734E+01
   1 100   1  63   -0.2856578679E+01   -0.5331311844E+01
   1 100   1  64   -0.2856578679E+01   -0.3063172442E+01
   1 100   1  65   -0.2856578679E+01   -0.7350294387E+01
   1 100   1  66   -0.2856578679E+01   -0.5854673237E+01
   1 100   1  67   -0.2856578679E+01   -0.8292145156E+01
   1 100   1  68   -0.2856578679E+01   -0.4942547618E+01
   1 100   1  69   -0.2856578679E+01   -0.8835705158E+01
   1 100   1  70   -0.2856578679E+01   -0.5220752669E+01
   1 100   1  71   -0.2856578679E+01   -0.4763926194E+01
   1 100   1  72   -0.2856578679E+01   -0.1199376416E+02
   1 100   1  73   -0.2856578679E+01   -0.6317894435E+01
   1 100   1  74   -0.2856578679E+01   -0.7526920237E+01
   1 100   1  75   -0.2856578679E+01   -0.1540177516E+02
   1 100   1  76   -0.2856578679E+01   -0.1686353120E+02
   1 100   1  77   -0.2856578679E+01   -0.6956728090E+01
   1 100   1  78   -0.2856578679E+01   -0.9402068358E+01
   1 100   1  79   -0.2856578679E+01   -0.5696736194E+01
   1 100   1  80   -0.2856578679E+01   -0.4462188242E+01
   1 100   1  81   -0.2856578679E+01   -0.6854876296E+01
   1 100   1  82   -0.2856578679E+01   -0.4926226059E+01
   1 100   1  83   -0.2856578679E+01   -0.4677081253E+01
   1 100   1  84   -0.2856578679E+01   -0.4205864886E+01
   1 100   1  85   -0.2856578679E+01   -0.2713531083E+01
   1 100   1  86   -0.2856578679E+01   -0.4943825227E+01
