 ikr ibn iq imode EPCE[meV]
   1 100   1   1    0.0000000000E+00
   1 100   1   2    0.0000000000E+00
   1 100   1   3    0.0000000000E+00
   1 100   1   4   -0.4138352773E+01
   1 100   1   5   -0.1847319731E+02
   1 100   1   6   -0.1025733167E+02
   1 100   1   7   -0.1064162859E+02
   1 100   1   8   -0.8337708068E+01
   1 100   1   9   -0.1185655177E+02
   1 100   1  10   -0.8121527577E+01
   1 100   1  11   -0.8633406243E+01
   1 100   1  12   -0.1245568685E+02
   1 100   1  13   -0.1712654239E+02
   1 100   1  14   -0.3902264063E+02
   1 100   1  15   -0.1850497838E+02
   1 100   1  16   -0.1217124850E+02
   1 100   1  17   -0.1105746642E+02
   1 100   1  18   -0.2258366213E+02
   1 100   1  19   -0.1365437149E+02
   1 100   1  20   -0.6513861091E+01
   1 100   1  21   -0.2188602532E+02
   1 100   1  22   -0.1083270718E+02
   1 100   1  23   -0.9828209369E+01
   1 100   1  24   -0.9585168650E+01
   1 100   1  25   -0.8592807066E+01
   1 100   1  26   -0.7789532773E+01
   1 100   1  27   -0.5184610659E+01
   1 100   1  28   -0.9785501520E+01
   1 100   1  29   -0.1013875788E+02
   1 100   1  30   -0.1855065710E+02
   1 100   1  31   -0.1200930886E+02
   1 100   1  32   -0.1086886482E+02
   1 100   1  33   -0.1464486274E+02
   1 100   1  34   -0.1789548858E+02
   1 100   1  35   -0.9355970302E+01
   1 100   1  36   -0.5901511802E+01
   1 100   1  37   -0.4802478559E+01
   1 100   1  38   -0.7825138023E+01
   1 100   1  39   -0.1734304934E+02
   1 100   1  40   -0.9877101672E+01
   1 100   1  41   -0.4933625162E+01
   1 100   1  42   -0.1025650011E+02
   1 100   1  43   -0.7241218204E+01
   1 100   1  44   -0.2700045045E+01
   1 100   1  45   -0.4193460416E+01
   1 100   1  46   -0.1040026718E+02
   1 100   1  47   -0.7003227047E+01
   1 100   1  48   -0.1131224392E+02
   1 100   1  49   -0.1061637863E+02
   1 100   1  50   -0.1260408482E+02
   1 100   1  51   -0.1035694775E+02
   1 100   1  52   -0.5381009147E+01
   1 100   1  53   -0.1173766315E+02
   1 100   1  54   -0.5546737202E+01
   1 100   1  55   -0.5352080505E+01
   1 100   1  56   -0.5666226279E+01
   1 100   1  57   -0.7276562378E+01
   1 100   1  58   -0.1131535200E+02
   1 100   1  59   -0.1131389040E+02
   1 100   1  60   -0.4553874522E+01
   1 100   1  61   -0.2734538565E+01
   1 100   1  62   -0.1120250609E+02
   1 100   1  63   -0.5665287157E+01
   1 100   1  64   -0.3783227784E+01
   1 100   1  65   -0.7983347089E+01
   1 100   1  66   -0.6162720436E+01
   1 100   1  67   -0.7887002792E+01
   1 100   1  68   -0.4817909937E+01
   1 100   1  69   -0.8781860292E+01
   1 100   1  70   -0.4884070377E+01
   1 100   1  71   -0.4497026366E+01
   1 100   1  72   -0.1173943584E+02
   1 100   1  73   -0.8555471426E+01
   1 100   1  74   -0.8414792352E+01
   1 100   1  75   -0.1594154479E+02
   1 100   1  76   -0.1731245698E+02
   1 100   1  77   -0.7895969255E+01
   1 100   1  78   -0.9296826595E+01
   1 100   1  79   -0.5678955920E+01
   1 100   1  80   -0.6267602477E+01
   1 100   1  81   -0.6880857655E+01
