 ikr ibn iq imode EPCE[meV]
   1 100   1   1    0.0000000000E+00
   1 100   1   2    0.0000000000E+00
   1 100   1   3    0.0000000000E+00
   1 100   1   4    0.4325395971E+01
   1 100   1   5    0.1871167222E+02
   1 100   1   6    0.1048255212E+02
   1 100   1   7    0.1124595262E+02
   1 100   1   8    0.8262052390E+01
   1 100   1   9    0.1228684233E+02
   1 100   1  10    0.8738378753E+01
   1 100   1  11    0.9234542007E+01
   1 100   1  12    0.1288935979E+02
   1 100   1  13    0.1740063401E+02
   1 100   1  14    0.4027641447E+02
   1 100   1  15    0.1943790727E+02
   1 100   1  16    0.1282040791E+02
   1 100   1  17    0.1126999819E+02
   1 100   1  18    0.2287136612E+02
   1 100   1  19    0.1420100707E+02
   1 100   1  20    0.6932907995E+01
   1 100   1  21    0.2225377007E+02
   1 100   1  22    0.1122032629E+02
   1 100   1  23    0.1048231222E+02
   1 100   1  24    0.9909951390E+01
   1 100   1  25    0.9143237321E+01
   1 100   1  26    0.8339825861E+01
   1 100   1  27    0.5567160530E+01
   1 100   1  28    0.1035577973E+02
   1 100   1  29    0.1056686208E+02
   1 100   1  30    0.1898099691E+02
   1 100   1  31    0.1240827419E+02
   1 100   1  32    0.1183714970E+02
   1 100   1  33    0.1526020807E+02
   1 100   1  34    0.1853168335E+02
   1 100   1  35    0.1018794475E+02
   1 100   1  36    0.6638267901E+01
   1 100   1  37    0.5411098400E+01
   1 100   1  38    0.8288416688E+01
   1 100   1  39    0.1796288064E+02
   1 100   1  40    0.1042708625E+02
   1 100   1  41    0.5535361052E+01
   1 100   1  42    0.1105486280E+02
   1 100   1  43    0.7681160560E+01
   1 100   1  44    0.2858358587E+01
   1 100   1  45    0.4559410440E+01
   1 100   1  46    0.1034878389E+02
   1 100   1  47    0.6629767438E+01
   1 100   1  48    0.1138606103E+02
   1 100   1  49    0.7342940764E+01
   1 100   1  50    0.1190305412E+02
   1 100   1  51    0.9021205784E+01
   1 100   1  52    0.5656005512E+01
   1 100   1  53    0.1168357948E+02
   1 100   1  54    0.6616118529E+01
   1 100   1  55    0.5748858113E+01
   1 100   1  56    0.5559265626E+01
   1 100   1  57    0.7009416652E+01
   1 100   1  58    0.1083215866E+02
   1 100   1  59    0.8509190789E+01
   1 100   1  60    0.5068936826E+01
   1 100   1  61    0.3301129439E+01
   1 100   1  62    0.1108303182E+02
   1 100   1  63    0.6223173736E+01
   1 100   1  64    0.3801926794E+01
   1 100   1  65    0.7945041478E+01
   1 100   1  66    0.6599186844E+01
   1 100   1  67    0.8585941885E+01
   1 100   1  68    0.5629854396E+01
   1 100   1  69    0.9167034745E+01
   1 100   1  70    0.5674991632E+01
   1 100   1  71    0.5304513678E+01
   1 100   1  72    0.1229144732E+02
   1 100   1  73    0.8100652868E+01
   1 100   1  74    0.8447636066E+01
   1 100   1  75    0.1617667415E+02
   1 100   1  76    0.1768855337E+02
   1 100   1  77    0.8255965512E+01
   1 100   1  78    0.9656154586E+01
   1 100   1  79    0.6395615320E+01
   1 100   1  80    0.5610803617E+01
   1 100   1  81    0.7337631740E+01
   1 100   1  82    0.5609275717E+01
   1 100   1  83    0.5446474229E+01
   1 100   1  84    0.5038988889E+01
   1 100   1  85    0.3747536939E+01
