 ikr ibn iq imode EPCE[meV]
   1 100   1   1    0.0000000000E+00
   1 100   1   2    0.0000000000E+00
   1 100   1   3    0.0000000000E+00
   1 100   1   4    0.4271233254E+01
   1 100   1   5    0.1786176401E+02
   1 100   1   6    0.1111563111E+02
   1 100   1   7    0.1122067087E+02
   1 100   1   8    0.8204162007E+01
   1 100   1   9    0.1215466579E+02
   1 100   1  10    0.7200907841E+01
   1 100   1  11    0.1101699480E+02
   1 100   1  12    0.1299317426E+02
   1 100   1  13    0.1755471014E+02
   1 100   1  14    0.4027943638E+02
   1 100   1  15    0.1926911501E+02
   1 100   1  16    0.1282186466E+02
   1 100   1  17    0.1120563161E+02
   1 100   1  18    0.2267969451E+02
   1 100   1  19    0.1419055196E+02
   1 100   1  20    0.6941424465E+01
   1 100   1  21    0.1716065727E+02
   1 100   1  22    0.1627282654E+02
   1 100   1  23    0.1049186458E+02
   1 100   1  24    0.9898429291E+01
   1 100   1  25    0.6376732690E+01
   1 100   1  26    0.1124485481E+02
   1 100   1  27    0.5635933368E+01
   1 100   1  28    0.1069938512E+02
   1 100   1  29    0.1057084339E+02
   1 100   1  30    0.1520005232E+02
   1 100   1  31    0.1569363018E+02
   1 100   1  32    0.1184643724E+02
   1 100   1  33    0.1769489733E+02
   1 100   1  34    0.1607673400E+02
   1 100   1  35    0.1020514060E+02
   1 100   1  36    0.6622167510E+01
   1 100   1  37    0.5437063853E+01
   1 100   1  38    0.8177107030E+01
   1 100   1  39    0.1767381973E+02
   1 100   1  40    0.1043793610E+02
   1 100   1  41    0.5652739768E+01
   1 100   1  42    0.1144281967E+02
   1 100   1  43    0.7678765588E+01
   1 100   1  44    0.2563744517E+01
   1 100   1  45    0.8403372557E+01
   1 100   1  46    0.8167219206E+01
   1 100   1  47    0.4396691328E+01
   1 100   1  48    0.1124414331E+02
   1 100   1  49    0.7231508074E+01
   1 100   1  50    0.1155671653E+02
   1 100   1  51    0.8832740145E+01
   1 100   1  52    0.5607333901E+01
   1 100   1  53    0.1070795269E+02
   1 100   1  54    0.7392703282E+01
   1 100   1  55    0.5672160547E+01
   1 100   1  56    0.5343137237E+01
   1 100   1  57    0.7005049497E+01
   1 100   1  58    0.1084842992E+02
   1 100   1  59    0.8547871216E+01
   1 100   1  60    0.3182260469E+01
   1 100   1  61    0.4925344745E+01
   1 100   1  62    0.8337848636E+01
   1 100   1  63    0.8756553008E+01
   1 100   1  64    0.3907787305E+01
   1 100   1  65    0.8542842442E+01
   1 100   1  66    0.7897699999E+01
   1 100   1  67    0.5976599602E+01
   1 100   1  68    0.6556234001E+01
   1 100   1  69    0.8663864472E+01
   1 100   1  70    0.5600053175E+01
   1 100   1  71    0.4968515129E+01
   1 100   1  72    0.1081491264E+02
   1 100   1  73    0.8777487717E+01
   1 100   1  74    0.7836070279E+01
   1 100   1  75    0.1609766191E+02
   1 100   1  76    0.1245228479E+02
   1 100   1  77    0.1446342301E+02
   1 100   1  78    0.7392980310E+01
   1 100   1  79    0.8907284526E+01
   1 100   1  80    0.5532378773E+01
   1 100   1  81    0.7364428692E+01
   1 100   1  82    0.5936534924E+01
   1 100   1  83    0.5609320723E+01
   1 100   1  84    0.4658828817E+01
   1 100   1  85    0.4034631521E+01
