 iks ibn en[eV] imselfen[meV]
   1 100   -0.2856578679E+01    0.2425322727E+03
   1 101   -0.2851743854E+01    0.2318163930E+03
   1 102   -0.2814681821E+01    0.1908161589E+03
   1 103   -0.2814681807E+01    0.1908137159E+03
   1 104   -0.2805185828E+01    0.1765751396E+03
   1 105   -0.2063653274E+01    0.8455779579E+02
   1 106   -0.6290280739E+00    0.9112582107E+02
   1 107   -0.6290280535E+00    0.9112575740E+02
   1 108   -0.2187160454E+00    0.1032515835E+03
   1 109    0.0000000000E+00    0.1430683011E+03
   1 110    0.3350802856E+01    0.5646927485E+02
   1 111    0.3534427237E+01    0.1129011265E+03
   1 112    0.3534427239E+01    0.1129011004E+03
   1 113    0.3824574233E+01    0.1196480151E+03
   1 114    0.3824574264E+01    0.1196483963E+03
   1 115    0.4247826256E+01    0.5401522028E+02
   1 116    0.4952117834E+01    0.1026729325E+03
   1 117    0.5015858874E+01    0.1364678610E+03
   1 118    0.5015858944E+01    0.1364672708E+03
   1 119    0.5528917273E+01    0.1008316537E+03
   1 120    0.5688589194E+01    0.1982581942E+03
