 ikr ibn iq imode EPCE[meV]
   1 100   1   1    0.0000000000E+00
   1 100   1   2    0.0000000000E+00
   1 100   1   3    0.0000000000E+00
   1 100   1   4   -0.4076464770E+01
   1 100   1   5   -0.1761842902E+02
   1 100   1   6   -0.1088364337E+02
   1 100   1   7   -0.1061489026E+02
   1 100   1   8   -0.8263887052E+01
   1 100   1   9   -0.1171817986E+02
   1 100   1  10   -0.6625958366E+01
   1 100   1  11   -0.1037562950E+02
   1 100   1  12   -0.1254480356E+02
   1 100   1  13   -0.1726884192E+02
   1 100   1  14   -0.3901952503E+02
   1 100   1  15   -0.1833372125E+02
   1 100   1  16   -0.1216421730E+02
   1 100   1  17   -0.1098454713E+02
   1 100   1  18   -0.2237989360E+02
   1 100   1  19   -0.1363521541E+02
   1 100   1  20   -0.6517116803E+01
   1 100   1  21   -0.1678631893E+02
   1 100   1  22   -0.1589624840E+02
   1 100   1  23   -0.9836303441E+01
   1 100   1  24   -0.9573876462E+01
   1 100   1  25   -0.5826980798E+01
   1 100   1  26   -0.1068620170E+02
   1 100   1  27   -0.5248865332E+01
   1 100   1  28   -0.1012538086E+02
   1 100   1  29   -0.1014441795E+02
   1 100   1  30   -0.1477998521E+02
   1 100   1  31   -0.1527166509E+02
   1 100   1  32   -0.1087763307E+02
   1 100   1  33   -0.1706491222E+02
   1 100   1  34   -0.1545683564E+02
   1 100   1  35   -0.9368724412E+01
   1 100   1  36   -0.5885933466E+01
   1 100   1  37   -0.4829011832E+01
   1 100   1  38   -0.7704400240E+01
   1 100   1  39   -0.1704659934E+02
   1 100   1  40   -0.9890867200E+01
   1 100   1  41   -0.5042384890E+01
   1 100   1  42   -0.1064999902E+02
   1 100   1  43   -0.7236811429E+01
   1 100   1  44   -0.2423982436E+01
   1 100   1  45   -0.8608196243E+01
   1 100   1  46   -0.8352900477E+01
   1 100   1  47   -0.4038711336E+01
   1 100   1  48   -0.1118759777E+02
   1 100   1  49   -0.1036896586E+02
   1 100   1  50   -0.1223253396E+02
   1 100   1  51   -0.1009877136E+02
   1 100   1  52   -0.5341923010E+01
   1 100   1  53   -0.1055885544E+02
   1 100   1  54   -0.6524207499E+01
   1 100   1  55   -0.5302807218E+01
   1 100   1  56   -0.5386527232E+01
   1 100   1  57   -0.7238847400E+01
   1 100   1  58   -0.1127547156E+02
   1 100   1  59   -0.1092293278E+02
   1 100   1  60   -0.2705790115E+01
   1 100   1  61   -0.4437121532E+01
   1 100   1  62   -0.8071317308E+01
   1 100   1  63   -0.8559468077E+01
   1 100   1  64   -0.3724308501E+01
   1 100   1  65   -0.8421769700E+01
   1 100   1  66   -0.7172196733E+01
   1 100   1  67   -0.5183170444E+01
   1 100   1  68   -0.6113799981E+01
   1 100   1  69   -0.8405887276E+01
   1 100   1  70   -0.4835238149E+01
   1 100   1  71   -0.4142735216E+01
   1 100   1  72   -0.1031155555E+02
   1 100   1  73   -0.8732877495E+01
   1 100   1  74   -0.8252015246E+01
   1 100   1  75   -0.1585989963E+02
   1 100   1  76   -0.1214581538E+02
   1 100   1  77   -0.1414946923E+02
   1 100   1  78   -0.6819313822E+01
   1 100   1  79   -0.8457931510E+01
   1 100   1  80   -0.6128803940E+01
   1 100   1  81   -0.6856559397E+01
