 ikr ibn iq imode EPCE[meV]
   1 100   1   1    0.0000000000E+00
   1 100   1   2    0.0000000000E+00
   1 100   1   3    0.0000000000E+00
   1 100   1   4    0.4171569113E+01
   1 100   1   5    0.1753198105E+02
   1 100   1   6    0.1091751196E+02
   1 100   1   7    0.1092348498E+02
   1 100   1   8    0.7999202948E+01
   1 100   1   9    0.1191609958E+02
   1 100   1  10    0.6992820285E+01
   1 100   1  11    0.1073409077E+02
   1 100   1  12    0.1271420505E+02
   1 100   1  13    0.1722111865E+02
   1 100   1  14    0.3956773399E+02
   1 100   1  15    0.1890633014E+02
   1 100   1  16    0.1248633627E+02
   1 100   1  17    0.1097578004E+02
   1 100   1  18    0.2222020113E+02
   1 100   1  19    0.1394366703E+02
   1 100   1  20    0.6731117647E+01
   1 100   1  21    0.1685451676E+02
   1 100   1  22    0.1598230894E+02
   1 100   1  23    0.1015823525E+02
   1 100   1  24    0.9701466305E+01
   1 100   1  25    0.6148767057E+01
   1 100   1  26    0.1088820928E+02
   1 100   1  27    0.5519415770E+01
   1 100   1  28    0.1052140074E+02
   1 100   1  29    0.1033032520E+02
   1 100   1  30    0.1491369592E+02
   1 100   1  31    0.1540072735E+02
   1 100   1  32    0.1163912011E+02
   1 100   1  33    0.1747526900E+02
   1 100   1  34    0.1588249284E+02
   1 100   1  35    0.9906578666E+01
   1 100   1  36    0.6388769093E+01
   1 100   1  37    0.5255598224E+01
   1 100   1  38    0.7955778101E+01
   1 100   1  39    0.1732718072E+02
   1 100   1  40    0.1027097580E+02
   1 100   1  41    0.5498661427E+01
   1 100   1  42    0.1121232809E+02
   1 100   1  43    0.7547043391E+01
   1 100   1  44    0.2500751185E+01
   1 100   1  45    0.8245039406E+01
   1 100   1  46    0.8009967409E+01
   1 100   1  47    0.4283664861E+01
   1 100   1  48    0.1105699761E+02
   1 100   1  49    0.7068970077E+01
   1 100   1  50    0.1136554368E+02
   1 100   1  51    0.8656636672E+01
   1 100   1  52    0.5446797024E+01
   1 100   1  53    0.1051864392E+02
   1 100   1  54    0.7292082412E+01
   1 100   1  55    0.5577915513E+01
   1 100   1  56    0.5188257867E+01
   1 100   1  57    0.6851467515E+01
   1 100   1  58    0.1070003275E+02
   1 100   1  59    0.8343045554E+01
   1 100   1  60    0.3057145877E+01
   1 100   1  61    0.4767805846E+01
   1 100   1  62    0.8184047849E+01
   1 100   1  63    0.8598760049E+01
   1 100   1  64    0.3825060292E+01
   1 100   1  65    0.8401582611E+01
   1 100   1  66    0.7651283282E+01
   1 100   1  67    0.5787688290E+01
   1 100   1  68    0.6418269291E+01
   1 100   1  69    0.8436914886E+01
   1 100   1  70    0.5472255510E+01
   1 100   1  71    0.4862148827E+01
   1 100   1  72    0.1063345033E+02
   1 100   1  73    0.8603823957E+01
   1 100   1  74    0.7648524463E+01
   1 100   1  75    0.1575242858E+02
   1 100   1  76    0.1215346702E+02
   1 100   1  77    0.1413865423E+02
   1 100   1  78    0.7200643208E+01
   1 100   1  79    0.8709029503E+01
   1 100   1  80    0.5426172202E+01
   1 100   1  81    0.7249139597E+01
   1 100   1  82    0.5816590472E+01
   1 100   1  83    0.5524845865E+01
   1 100   1  84    0.4573095373E+01
   1 100   1  85    0.3945053326E+01
