 ikr ibn iq imode EPCE[meV]
   1 100   1   1    0.0000000000E+00
   1 100   1   2    0.0000000000E+00
   1 100   1   3    0.0000000000E+00
   1 100   1   4   -0.3933320709E+01
   1 100   1   5   -0.1808734466E+02
   1 100   1   6   -0.1115552637E+02
   1 100   1   7   -0.1099551811E+02
   1 100   1   8   -0.8363525580E+01
   1 100   1   9   -0.1201799692E+02
   1 100   1  10   -0.6809824089E+01
   1 100   1  11   -0.1076594394E+02
   1 100   1  12   -0.1245580689E+02
   1 100   1  13   -0.1737344281E+02
   1 100   1  14   -0.3883135740E+02
   1 100   1  15   -0.1822504184E+02
   1 100   1  16   -0.1164395007E+02
   1 100   1  17   -0.1111706141E+02
   1 100   1  18   -0.2280473662E+02
   1 100   1  19   -0.1291677493E+02
   1 100   1  20   -0.6640604727E+01
   1 100   1  21   -0.1716828085E+02
   1 100   1  22   -0.1626027627E+02
   1 100   1  23   -0.1010713496E+02
   1 100   1  24   -0.9718966238E+01
   1 100   1  25   -0.5983161503E+01
   1 100   1  26   -0.1093227609E+02
   1 100   1  27   -0.5313722267E+01
   1 100   1  28   -0.1028606621E+02
   1 100   1  29   -0.1032183234E+02
   1 100   1  30   -0.1504756075E+02
   1 100   1  31   -0.1554952443E+02
   1 100   1  32   -0.1113626245E+02
   1 100   1  33   -0.1728644695E+02
   1 100   1  34   -0.1565156480E+02
   1 100   1  35   -0.9458834112E+01
   1 100   1  36   -0.5968682968E+01
   1 100   1  37   -0.4951293951E+01
   1 100   1  38   -0.7862632181E+01
   1 100   1  39   -0.1746627208E+02
   1 100   1  40   -0.1012563924E+02
   1 100   1  41   -0.5176495037E+01
   1 100   1  42   -0.1093659461E+02
   1 100   1  43   -0.7351656865E+01
   1 100   1  44   -0.2283180550E+01
   1 100   1  45   -0.8612841205E+01
   1 100   1  46   -0.8380177409E+01
   1 100   1  47   -0.4088013704E+01
   1 100   1  48   -0.1151350692E+02
   1 100   1  49   -0.9510649697E+01
   1 100   1  50   -0.1163227517E+02
   1 100   1  51   -0.8969590628E+01
   1 100   1  52   -0.5341292140E+01
   1 100   1  53   -0.9068469825E+01
   1 100   1  54   -0.5570512888E+01
   1 100   1  55   -0.4015083402E+01
   1 100   1  56   -0.5516001767E+01
   1 100   1  57   -0.7379052177E+01
   1 100   1  58   -0.5562026678E+01
   1 100   1  59   -0.7871546544E+01
   1 100   1  60   -0.2469664882E+01
   1 100   1  61   -0.4158721118E+01
   1 100   1  62   -0.7197238554E+01
   1 100   1  63   -0.7546934506E+01
   1 100   1  64   -0.3860347039E+01
   1 100   1  65   -0.8639689495E+01
   1 100   1  66   -0.7518070288E+01
   1 100   1  67   -0.5491143323E+01
   1 100   1  68   -0.5732434538E+01
   1 100   1  69   -0.8476091983E+01
   1 100   1  70   -0.5143141442E+01
   1 100   1  71   -0.4517568171E+01
   1 100   1  72   -0.1058197341E+02
   1 100   1  73   -0.9177627982E+01
   1 100   1  74   -0.5713836719E+01
   1 100   1  75   -0.1517635177E+02
   1 100   1  76   -0.1229132000E+02
   1 100   1  77   -0.1430137141E+02
   1 100   1  78   -0.6905128739E+01
   1 100   1  79   -0.8509789421E+01
   1 100   1  80   -0.5988569439E+01
   1 100   1  81   -0.6867450472E+01
