 in_star,      iq
       1,      15
       2,     211
       3,      50
       4,     384
       5,     155
       6,     386
       7,     496
       8,      71
       9,     393
      10,     510
      11,     113
      12,     148
       1,      59
       2,     375
       3,      24
       4,     202
       5,     431
       6,     136
       7,      90
       8,     451
       9,     185
      10,      76
      11,     465
      12,     438
