 in_star,      iq
       1,      13
       2,     357
       3,      34
       4,     256
       5,     301
       6,     258
       7,     480
       8,      69
       9,     265
      10,     508
      11,      97
      12,     294
       1,      61
       2,     229
       3,      40
       4,     330
       5,     285
       6,     264
       7,     106
       8,     453
       9,     313
      10,      78
      11,     481
      12,     292
