 in_star,      iq
       1,      95
       2,     347
       3,     491
       4,     239
       5,     172
       6,     396
       7,     414
       8,     190
       9,     344
      10,     372
      11,     242
      12,     214
      13,     207
      14,     235
      15,     379
      16,     351
      17,     116
      18,     470
      19,     340
      20,     246
      21,     428
      22,     410
      23,     176
      24,     158
