 in_star,      iq
       1,      20
       2,     494
       3,      27
       4,     119
       5,     382
       6,     195
       7,     399
       8,     132
       9,     209
      10,     434
      11,     153
      12,     368
       1,      54
       2,      92
       3,      47
       4,     467
       5,     204
       6,     327
       7,     187
       8,     390
       9,     369
      10,     152
      11,     425
      12,     218
