#            band          E0[eV]         EHF[eV]         Eqp[eV]      Eqp-E0[eV]      Sc_Eqp[eV]       Width[eV]      LinEqp[eV]
     0.1000000000E+01    0.1833541082E+01   -0.5961260023E+01   -0.1848111794E+00   -0.2018352262E+01    0.5807269665E+01    0.1192394059E+00    0.2871313869E+00
     0.2000000000E+01    0.1833541082E+01   -0.5961260129E+01   -0.1848107494E+00   -0.2018351832E+01    0.5807270293E+01    0.1192394536E+00    0.2871309815E+00
     0.3000000000E+01    0.5094137425E+01   -0.2410650297E+00    0.3515584213E+01   -0.1578553212E+01    0.3755750079E+01    0.1325909033E-01    0.3529681963E+01
     0.4000000000E+01    0.5094137425E+01   -0.2410649662E+00    0.3515583467E+01   -0.1578553958E+01    0.3755749266E+01    0.1325908906E-01    0.3529681152E+01
     0.5000000000E+01    0.2442547499E+02    0.3167134311E+02    0.2527197323E+02    0.8464982386E+00   -0.6399617341E+01   -0.5816330874E-02    0.2527866413E+02
     0.6000000000E+01    0.2442547500E+02    0.3167134063E+02    0.2527197097E+02    0.8464959725E+00   -0.6399617130E+01   -0.5816352591E-02    0.2527866088E+02
     0.7000000000E+01    0.2659991198E+02    0.3510205129E+02    0.2734559007E+02    0.7456780905E+00   -0.7746947372E+01   -0.5090663439E-01    0.2737757926E+02
     0.8000000000E+01    0.2659991198E+02    0.3510205171E+02    0.2734558936E+02    0.7456773791E+00   -0.7746948575E+01   -0.5090672734E-01    0.2737757601E+02
