#            band          E0[eV]         EHF[eV]         Eqp[eV]      Eqp-E0[eV]      Sc_Eqp[eV]       Width[eV]      LinEqp[eV]
     0.1000000000E+01    0.9285887780E+00   -0.6989937723E+01   -0.1072045603E+01   -0.2000634381E+01    0.6069825415E+01    0.2730290761E+00   -0.7762933849E+00
     0.2000000000E+01    0.9285887781E+00   -0.6989937351E+01   -0.1072046414E+01   -0.2000635192E+01    0.6069823676E+01    0.2730291027E+00   -0.7762939424E+00
     0.3000000000E+01    0.7255614449E+01    0.2276263266E+01    0.5625155504E+01   -0.1630458945E+01    0.3349051808E+01    0.1929184002E-01    0.5609749922E+01
     0.4000000000E+01    0.7255614450E+01    0.2276263032E+01    0.5625155742E+01   -0.1630458708E+01    0.3349052280E+01    0.1929182551E-01    0.5609750327E+01
     0.5000000000E+01    0.1861613795E+02    0.2437808228E+02    0.1907356307E+02    0.4574251203E+00   -0.5304522656E+01   -0.2706731490E-02    0.1907449982E+02
     0.6000000000E+01    0.1861613795E+02    0.2437808314E+02    0.1907356336E+02    0.4574254145E+00   -0.5304523224E+01   -0.2706730516E-02    0.1907449982E+02
     0.7000000000E+01    0.3100365059E+02    0.4128335891E+02    0.3191832171E+02    0.9146711289E+00   -0.9362995143E+01   -0.1797822337E+00    0.3227753107E+02
     0.8000000000E+01    0.3100365059E+02    0.4128335497E+02    0.3191832089E+02    0.9146703071E+00   -0.9362992055E+01   -0.1797821650E+00    0.3227752782E+02
