#            band          E0[eV]         EHF[eV]         Eqp[eV]      Eqp-E0[eV]      Sc_Eqp[eV]       Width[eV]      LinEqp[eV]
     0.1000000000E+01   -0.3437937010E+01   -0.1282036113E+02   -0.5248115231E+01   -0.1810178221E+01    0.7543899543E+01    0.6737628217E+00   -0.4230981191E+01
     0.2000000000E+01    0.5025676591E+01   -0.1207170201E+01    0.3130322876E+01   -0.1895353714E+01    0.4339566997E+01    0.3790785231E-01    0.3286697749E+01
     0.3000000000E+01    0.5930278591E+01    0.6883368764E+00    0.4262534226E+01   -0.1667744365E+01    0.3574196085E+01    0.1773260430E-01    0.4315195585E+01
     0.4000000000E+01    0.1065959427E+02    0.6899495864E+01    0.9180360684E+01   -0.1479233586E+01    0.2281010334E+01    0.4961651925E-02    0.9172397102E+01
     0.5000000000E+01    0.2187124844E+02    0.2854403267E+02    0.2255581650E+02    0.6845680636E+00   -0.5988260039E+01   -0.4725591035E-02    0.2255891508E+02
     0.6000000000E+01    0.2398250915E+02    0.3191452702E+02    0.2501214282E+02    0.1029633673E+01   -0.6902570324E+01   -0.6710311313E-02    0.2502090134E+02
     0.7000000000E+01    0.2646221135E+02    0.3438631366E+02    0.2720800626E+02    0.7457949092E+00   -0.7178512064E+01   -0.1347108623E-01    0.2711850271E+02
     0.8000000000E+01    0.2820674939E+02    0.3700370858E+02    0.2885281289E+02    0.6460634922E+00   -0.8152527362E+01   -0.3333069450E-01    0.2880088321E+02
