#            band          E0[eV]          Sx[eV]        Vxcl[eV]       Vxcnl[eV]         EHF[eV]
     0.1000000000E+01   -0.8042662103E+01   -0.2557890087E+02   -0.1487746784E+02    0.0000000000E+00   -0.1874409513E+02
     0.2000000000E+01   -0.5166781460E+01   -0.2500855000E+02   -0.1515517240E+02    0.0000000000E+00   -0.1502015906E+02
