   -0.3561172354E-01    0.5546035054E-19
   -0.4848360933E-10    0.4750531063E-10
   -0.8991618163E-10   -0.1100795138E-09
    0.5713401357E-10   -0.1745826841E-09
    0.2133361601E-09   -0.2229966619E-09
    0.4010397890E-09   -0.1030873861E-09
   -0.7457375485E-03   -0.1329352378E-03
    0.1324029820E-10   -0.3559992211E-11
   -0.1430151115E-08    0.6417744415E-09
   -0.6834171261E-09   -0.3619780886E-08
    0.8049396783E-03    0.2142718002E-02
   -0.2118787521E-10   -0.7251625398E-10
   -0.1850177431E-10    0.1535137771E-10
   -0.9193272894E-10    0.1308142167E-09
    0.4156590088E-09   -0.5253498352E-09
    0.1854965291E-08    0.7315325756E-09
   -0.7603395771E-09   -0.5238476739E-09
   -0.1449486269E-02    0.4171748582E-02
    0.8900944101E-09    0.8296099276E-09
   -0.1282212999E-08    0.1594441627E-10
   -0.1695261294E-08   -0.1084278975E-09
   -0.7734079034E-10   -0.4424689091E-10
    0.1235459002E-09   -0.1434569599E-09
   -0.2396049840E-09   -0.2838055680E-09
    0.2206711803E-10   -0.1661025053E-09
    0.4057761349E-09    0.4770092606E-10
    0.8857467105E-09   -0.8948314593E-09
    0.1074204590E-08   -0.6237782362E-09
   -0.1169345455E-02   -0.5363197679E-03
    0.3020523314E-09    0.4474782094E-09
    0.6405250944E-09    0.5187056475E-09
    0.8359482126E-09    0.8836529859E-09
    0.2458694378E-04    0.8493576514E-03
    0.2994180047E-09    0.2750759884E-09
   -0.7048462343E-09   -0.1319479591E-09
    0.1182974412E-09    0.3538299577E-10
    0.5922505080E-09   -0.3723021393E-09
    0.3131106705E-10    0.1687528865E-09
   -0.1829345422E-09    0.2604923224E-09
    0.9123656768E-09    0.2442399637E-09
   -0.3411414826E-09   -0.7929126812E-09
    0.1312742283E-03    0.2929804293E-02
    0.2066956496E-09   -0.3101120331E-09
    0.2388333423E-10    0.1326636255E-09
    0.1654066162E-03   -0.1199422429E-03
    0.6074815901E-10    0.2500423298E-09
    0.4513027465E-09    0.2345541253E-09
    0.1017640682E-09   -0.1135238146E-09
   -0.1848735402E-10    0.7870630652E-10
   -0.1323636737E-09    0.6607516670E-10
   -0.4762418500E-10   -0.8159893855E-10
