   -0.3141765749E+01   -0.1587065397E+01
    0.2453753158E-07    0.4105252163E-07
    0.2054842657E-06   -0.4774324944E-08
   -0.6864625275E-07    0.1101827238E-06
    0.1454329988E-06    0.2596218565E-06
   -0.5922398134E-06   -0.1377734786E-06
    0.2744790826E+00    0.4962097428E+00
   -0.1911508653E-07    0.7267675919E-07
    0.2155637552E-06    0.1307050016E-05
   -0.4275394530E-05    0.7803224297E-06
    0.2326811067E+01   -0.8460634924E+00
    0.7728321731E-07   -0.8452915001E-07
   -0.6630884704E-06    0.1972794327E-06
   -0.8076361467E-07   -0.1188948997E-06
    0.1988041304E-06    0.3070755973E-06
    0.3173816338E-06    0.5465438560E-06
   -0.6823931386E-06   -0.5326663496E-07
   -0.1323440301E+01    0.5405516814E+00
    0.9276530546E-08    0.8886890435E-06
   -0.1206720852E-06   -0.4796353776E-06
    0.8596288857E-07   -0.1678022430E-06
    0.3443453860E-06   -0.8596105371E-07
    0.1033076519E-06   -0.8444782459E-07
   -0.1481750357E-06    0.3226256177E-06
   -0.1844003491E-06    0.6016165323E-06
    0.1995788745E-06   -0.3503674651E-06
    0.4872081918E-06    0.1164887467E-05
    0.1045311881E-05   -0.7353399676E-07
    0.1368452709E+00   -0.1375361384E+01
   -0.5395184603E-07    0.9065716945E-06
   -0.3332466686E-06   -0.2694236319E-06
   -0.6023205661E-06    0.5607936340E-06
    0.3115422321E+00   -0.1896604276E+00
   -0.1527083258E-06    0.1327214828E-06
    0.6700333401E-07   -0.4137326052E-07
   -0.1694146542E-06   -0.3424156811E-06
    0.2970972706E-06   -0.3661470329E-06
   -0.2326693059E-06   -0.5070551361E-06
    0.9239452900E-09   -0.1566033582E-06
    0.1428273891E-06    0.2812495905E-06
   -0.7609521604E-07    0.1446758931E-07
    0.1599916212E+00    0.1119386444E+00
    0.5050057058E-06   -0.2424695729E-06
   -0.8182435106E-06    0.2334438498E-06
    0.5390195060E+00    0.2863395377E+00
   -0.1490330062E-05    0.2041367011E-06
    0.2523698312E-06    0.2478148101E-06
   -0.1872652806E-06    0.1960207052E-06
    0.1565161805E-07    0.2741428181E-06
    0.6816118463E-07   -0.5517849190E-06
   -0.5214876765E-06   -0.3272158764E-07
   -0.5399637769E+00   -0.3948639077E+00
    0.4939256650E-07    0.1825634161E-06
    0.1311788529E-07    0.1335924856E-06
    0.1087193851E-06   -0.9687047277E-07
   -0.2720131512E-06    0.3882532335E-07
    0.1037702154E-06   -0.2046266022E-06
   -0.5424282572E+00   -0.2153431006E+00
    0.1580338205E-06    0.1397422842E-06
    0.8921504716E-07   -0.1089160373E-06
   -0.2343414238E-06    0.4393926562E-06
    0.1014309962E+00   -0.4112815757E+00
    0.3550442655E-08    0.5922726678E-06
   -0.2358132559E-06   -0.1523866868E-06
    0.8271471124E-07   -0.7839277612E-07
   -0.1005629905E-06   -0.5799998873E-07
   -0.5880698531E-07   -0.8000872676E-07
    0.1481300752E+00   -0.1338656969E+00
    0.1068888805E-06    0.1908113657E-06
   -0.1440285805E-06    0.2262641511E-06
   -0.5737024816E-07   -0.2612242356E-07
    0.1723190259E+00   -0.1383268341E+00
