 iks ibn iq imode en fm
   1   1   1   1   -0.2185008418E+02    0.0000000000E+00
   1   1   1   2   -0.2185008418E+02    0.0000000000E+00
   1   1   1   3   -0.2185008418E+02    0.0000000000E+00
   1   1   1   4   -0.2185008418E+02   -0.1094064044E+00
   1   1   1   5   -0.2185008418E+02   -0.1094071835E+00
   1   1   1   6   -0.2185008418E+02   -0.1094051496E+00
   1   1   2   1   -0.2185008418E+02   -0.2864825001E+00
   1   1   2   2   -0.2185008418E+02   -0.2864823751E+00
   1   1   2   3   -0.2185008418E+02   -0.8112089479E+00
   1   1   2   4   -0.2185008418E+02   -0.1179831149E+00
   1   1   2   5   -0.2185008418E+02   -0.1179832166E+00
   1   1   2   6   -0.2185008418E+02   -0.1647716179E+00
   1   1   3   1   -0.2185008418E+02   -0.1712315194E+00
   1   1   3   2   -0.2185008418E+02   -0.1712316324E+00
   1   1   3   3   -0.2185008418E+02   -0.3946674572E+00
   1   1   3   4   -0.2185008418E+02   -0.1366769823E+00
   1   1   3   5   -0.2185008418E+02   -0.1366768601E+00
   1   1   3   6   -0.2185008418E+02   -0.1654982012E+00
   1   1   4   1   -0.2185008418E+02   -0.1712316187E+00
   1   1   4   2   -0.2185008418E+02   -0.1712317255E+00
   1   1   4   3   -0.2185008418E+02   -0.3946679293E+00
   1   1   4   4   -0.2185008418E+02   -0.1366769269E+00
   1   1   4   5   -0.2185008418E+02   -0.1366771061E+00
   1   1   4   6   -0.2185008418E+02   -0.1654982307E+00
   1   1   5   1   -0.2185008418E+02   -0.2864826745E+00
   1   1   5   2   -0.2185008418E+02   -0.2864823969E+00
   1   1   5   3   -0.2185008418E+02   -0.8112096599E+00
   1   1   5   4   -0.2185008418E+02   -0.1179830940E+00
   1   1   5   5   -0.2185008418E+02   -0.1179832292E+00
   1   1   5   6   -0.2185008418E+02   -0.1647715429E+00
   1   1   6   1   -0.2185008418E+02   -0.2864829741E+00
   1   1   6   2   -0.2185008418E+02   -0.2864819834E+00
   1   1   6   3   -0.2185008418E+02   -0.8112090850E+00
   1   1   6   4   -0.2185008418E+02   -0.1179832273E+00
   1   1   6   5   -0.2185008418E+02   -0.1179830866E+00
   1   1   6   6   -0.2185008418E+02   -0.1647712492E+00
   1   1   7   1   -0.2185008418E+02   -0.2389209487E+00
   1   1   7   2   -0.2185008418E+02   -0.2389214399E+00
   1   1   7   3   -0.2185008418E+02   -0.6634678970E+00
   1   1   7   4   -0.2185008418E+02   -0.1234487167E+00
   1   1   7   5   -0.2185008418E+02   -0.1234487566E+00
   1   1   7   6   -0.2185008418E+02   -0.1171067757E+00
   1   1   8   1   -0.2185008418E+02   -0.1628791244E+00
   1   1   8   2   -0.2185008418E+02   -0.1587664315E+00
   1   1   8   3   -0.2185008418E+02   -0.3594732067E+00
   1   1   8   4   -0.2185008418E+02   -0.1448031416E+00
   1   1   8   5   -0.2185008418E+02   -0.1631003180E+00
   1   1   8   6   -0.2185008418E+02   -0.1332457738E+00
   1   1   9   1   -0.2185008418E+02   -0.1324054589E+00
   1   1   9   2   -0.2185008418E+02   -0.1695793019E+00
   1   1   9   3   -0.2185008418E+02   -0.2783031988E+00
