 iks ibn iq imode en fm
   1   1   1   1   -0.2185008418E+02    0.0000000000E+00
   1   1   1   2   -0.2185008418E+02    0.0000000000E+00
   1   1   1   3   -0.2185008418E+02    0.0000000000E+00
   1   1   1   4   -0.2185008418E+02   -0.1125826810E+00
   1   1   1   5   -0.2185008418E+02   -0.1125827540E+00
   1   1   1   6   -0.2185008418E+02   -0.1125826689E+00
   1   1   2   1   -0.2185008418E+02   -0.2958067993E+00
   1   1   2   2   -0.2185008418E+02   -0.2958065531E+00
   1   1   2   3   -0.2185008418E+02   -0.1004104868E+01
   1   1   2   4   -0.2185008418E+02   -0.1215776629E+00
   1   1   2   5   -0.2185008418E+02   -0.1215775786E+00
   1   1   2   6   -0.2185008418E+02   -0.1890085347E+00
   1   1   3   1   -0.2185008418E+02   -0.1757203888E+00
   1   1   3   2   -0.2185008418E+02   -0.1757203043E+00
   1   1   3   3   -0.2185008418E+02   -0.4243046150E+00
   1   1   3   4   -0.2185008418E+02   -0.1410055462E+00
   1   1   3   5   -0.2185008418E+02   -0.1410053330E+00
   1   1   3   6   -0.2185008418E+02   -0.1746621622E+00
   1   1   4   1   -0.2185008418E+02   -0.1757205545E+00
   1   1   4   2   -0.2185008418E+02   -0.1757203489E+00
   1   1   4   3   -0.2185008418E+02   -0.4243051435E+00
   1   1   4   4   -0.2185008418E+02   -0.1410054945E+00
   1   1   4   5   -0.2185008418E+02   -0.1410055857E+00
   1   1   4   6   -0.2185008418E+02   -0.1746621985E+00
   1   1   5   1   -0.2185008418E+02   -0.2958070496E+00
   1   1   5   2   -0.2185008418E+02   -0.2958065078E+00
   1   1   5   3   -0.2185008418E+02   -0.1004105821E+01
   1   1   5   4   -0.2185008418E+02   -0.1215776184E+00
   1   1   5   5   -0.2185008418E+02   -0.1215776155E+00
   1   1   5   6   -0.2185008418E+02   -0.1890084208E+00
   1   1   6   1   -0.2185008418E+02   -0.2958065841E+00
   1   1   6   2   -0.2185008418E+02   -0.2958068531E+00
   1   1   6   3   -0.2185008418E+02   -0.1004105061E+01
   1   1   6   4   -0.2185008418E+02   -0.1215776166E+00
   1   1   6   5   -0.2185008418E+02   -0.1215776077E+00
   1   1   6   6   -0.2185008418E+02   -0.1890079859E+00
   1   1   7   1   -0.2185008418E+02   -0.2458123393E+00
   1   1   7   2   -0.2185008418E+02   -0.2458098642E+00
   1   1   7   3   -0.2185008418E+02   -0.8093422078E+00
   1   1   7   4   -0.2185008418E+02   -0.1272436124E+00
   1   1   7   5   -0.2185008418E+02   -0.1272438359E+00
   1   1   7   6   -0.2185008418E+02   -0.1202122656E+00
   1   1   8   1   -0.2185008418E+02   -0.1670344065E+00
   1   1   8   2   -0.2185008418E+02   -0.1637152050E+00
   1   1   8   3   -0.2185008418E+02   -0.3904107618E+00
   1   1   8   4   -0.2185008418E+02   -0.1494055335E+00
   1   1   8   5   -0.2185008418E+02   -0.1685345828E+00
   1   1   8   6   -0.2185008418E+02   -0.1377637670E+00
   1   1   9   1   -0.2185008418E+02   -0.1354269963E+00
   1   1   9   2   -0.2185008418E+02   -0.1754006581E+00
   1   1   9   3   -0.2185008418E+02   -0.2921198083E+00
