 iks ibn iq imode en fm
   1   1   1   1   -0.2185008418E+02    0.0000000000E+00
   1   1   1   2   -0.2185008418E+02    0.0000000000E+00
   1   1   1   3   -0.2185008418E+02    0.0000000000E+00
   1   1   1   4   -0.2185008418E+02   -0.1097489757E+00
   1   1   1   5   -0.2185008418E+02   -0.1097497553E+00
   1   1   1   6   -0.2185008418E+02   -0.1097477194E+00
   1   1   2   1   -0.2185008418E+02   -0.2865801296E+00
   1   1   2   2   -0.2185008418E+02   -0.2865800044E+00
   1   1   2   3   -0.2185008418E+02   -0.8420624322E+00
   1   1   2   4   -0.2185008418E+02   -0.1183721975E+00
   1   1   2   5   -0.2185008418E+02   -0.1183722996E+00
   1   1   2   6   -0.2185008418E+02   -0.1716932841E+00
   1   1   3   1   -0.2185008418E+02   -0.1713129538E+00
   1   1   3   2   -0.2185008418E+02   -0.1713130673E+00
   1   1   3   3   -0.2185008418E+02   -0.4012327437E+00
   1   1   3   4   -0.2185008418E+02   -0.1371946904E+00
   1   1   3   5   -0.2185008418E+02   -0.1371945666E+00
   1   1   3   6   -0.2185008418E+02   -0.1678330037E+00
   1   1   4   1   -0.2185008418E+02   -0.1713130536E+00
   1   1   4   2   -0.2185008418E+02   -0.1713131598E+00
   1   1   4   3   -0.2185008418E+02   -0.4012332287E+00
   1   1   4   4   -0.2185008418E+02   -0.1371946346E+00
   1   1   4   5   -0.2185008418E+02   -0.1371948148E+00
   1   1   4   6   -0.2185008418E+02   -0.1678330353E+00
   1   1   5   1   -0.2185008418E+02   -0.2865803045E+00
   1   1   5   2   -0.2185008418E+02   -0.2865800262E+00
   1   1   5   3   -0.2185008418E+02   -0.8420631836E+00
   1   1   5   4   -0.2185008418E+02   -0.1183721765E+00
   1   1   5   5   -0.2185008418E+02   -0.1183723120E+00
   1   1   5   6   -0.2185008418E+02   -0.1716931969E+00
   1   1   6   1   -0.2185008418E+02   -0.2865806038E+00
   1   1   6   2   -0.2185008418E+02   -0.2865796125E+00
   1   1   6   3   -0.2185008418E+02   -0.8420625791E+00
   1   1   6   4   -0.2185008418E+02   -0.1183723099E+00
   1   1   6   5   -0.2185008418E+02   -0.1183721690E+00
   1   1   6   6   -0.2185008418E+02   -0.1716928600E+00
   1   1   7   1   -0.2185008418E+02   -0.2391082270E+00
   1   1   7   2   -0.2185008418E+02   -0.2391087182E+00
   1   1   7   3   -0.2185008418E+02   -0.6843891784E+00
   1   1   7   4   -0.2185008418E+02   -0.1239027240E+00
   1   1   7   5   -0.2185008418E+02   -0.1239027641E+00
   1   1   7   6   -0.2185008418E+02   -0.1175846740E+00
   1   1   8   1   -0.2185008418E+02   -0.1630548449E+00
   1   1   8   2   -0.2185008418E+02   -0.1591240146E+00
   1   1   8   3   -0.2185008418E+02   -0.3657410665E+00
   1   1   8   4   -0.2185008418E+02   -0.1454072358E+00
   1   1   8   5   -0.2185008418E+02   -0.1641317730E+00
   1   1   8   6   -0.2185008418E+02   -0.1341580909E+00
   1   1   9   1   -0.2185008418E+02   -0.1324963230E+00
   1   1   9   2   -0.2185008418E+02   -0.1703340702E+00
   1   1   9   3   -0.2185008418E+02   -0.2810733767E+00
