 iks ibn iq imode en fm
   1   1   1   1   -0.2185008418E+02    0.0000000000E+00
   1   1   1   2   -0.2185008418E+02    0.0000000000E+00
   1   1   1   3   -0.2185008418E+02    0.0000000000E+00
   1   1   1   4   -0.2185008418E+02   -0.1124278749E+00
   1   1   1   5   -0.2185008418E+02   -0.1124279473E+00
   1   1   1   6   -0.2185008418E+02   -0.1124278626E+00
   1   1   2   1   -0.2185008418E+02   -0.2959089887E+00
   1   1   2   2   -0.2185008418E+02   -0.2959087425E+00
   1   1   2   3   -0.2185008418E+02   -0.9573493910E+00
   1   1   2   4   -0.2185008418E+02   -0.1213766599E+00
   1   1   2   5   -0.2185008418E+02   -0.1213765766E+00
   1   1   2   6   -0.2185008418E+02   -0.1787050532E+00
   1   1   3   1   -0.2185008418E+02   -0.1758231702E+00
   1   1   3   2   -0.2185008418E+02   -0.1758230858E+00
   1   1   3   3   -0.2185008418E+02   -0.4169460144E+00
   1   1   3   4   -0.2185008418E+02   -0.1406767807E+00
   1   1   3   5   -0.2185008418E+02   -0.1406765699E+00
   1   1   3   6   -0.2185008418E+02   -0.1721929443E+00
   1   1   4   1   -0.2185008418E+02   -0.1758233356E+00
   1   1   4   2   -0.2185008418E+02   -0.1758231307E+00
   1   1   4   3   -0.2185008418E+02   -0.4169465277E+00
   1   1   4   4   -0.2185008418E+02   -0.1406767295E+00
   1   1   4   5   -0.2185008418E+02   -0.1406768201E+00
   1   1   4   6   -0.2185008418E+02   -0.1721929780E+00
   1   1   5   1   -0.2185008418E+02   -0.2959092382E+00
   1   1   5   2   -0.2185008418E+02   -0.2959086973E+00
   1   1   5   3   -0.2185008418E+02   -0.9573502836E+00
   1   1   5   4   -0.2185008418E+02   -0.1213766160E+00
   1   1   5   5   -0.2185008418E+02   -0.1213766132E+00
   1   1   5   6   -0.2185008418E+02   -0.1787049583E+00
   1   1   6   1   -0.2185008418E+02   -0.2959087735E+00
   1   1   6   2   -0.2185008418E+02   -0.2959090423E+00
   1   1   6   3   -0.2185008418E+02   -0.9573495692E+00
   1   1   6   4   -0.2185008418E+02   -0.1213766145E+00
   1   1   6   5   -0.2185008418E+02   -0.1213766055E+00
   1   1   6   6   -0.2185008418E+02   -0.1787045908E+00
   1   1   7   1   -0.2185008418E+02   -0.2458131918E+00
   1   1   7   2   -0.2185008418E+02   -0.2458107173E+00
   1   1   7   3   -0.2185008418E+02   -0.7783265918E+00
   1   1   7   4   -0.2185008418E+02   -0.1269662755E+00
   1   1   7   5   -0.2185008418E+02   -0.1269664932E+00
   1   1   7   6   -0.2185008418E+02   -0.1199166621E+00
   1   1   8   1   -0.2185008418E+02   -0.1670321750E+00
   1   1   8   2   -0.2185008418E+02   -0.1635123353E+00
   1   1   8   3   -0.2185008418E+02   -0.3832084757E+00
   1   1   8   4   -0.2185008418E+02   -0.1489762782E+00
   1   1   8   5   -0.2185008418E+02   -0.1676333079E+00
   1   1   8   6   -0.2185008418E+02   -0.1369629173E+00
   1   1   9   1   -0.2185008418E+02   -0.1355100641E+00
   1   1   9   2   -0.2185008418E+02   -0.1747637852E+00
   1   1   9   3   -0.2185008418E+02   -0.2892904301E+00
