 in_star,      iq
       1,      39
       2,     118
       3,     112
       4,      45
       5,      74
       6,      83
       7,     109
       8,      48
       9,      60
      10,      97
      11,      67
      12,      90
      13,      59
      14,      98
      15,      72
      16,      85
      17,      43
      18,     108
      19,     114
      20,      49
      21,     117
      22,      87
      23,      40
      24,      70
