#            band          E0[eV]         EHF[eV]         Eqp[eV]      Eqp-E0[eV]      Sc_Eqp[eV]       Width[eV]
     0.1000000000E+01    0.9872797830E+00   -0.7045157798E+01   -0.9000076264E+00   -0.1887287409E+01    0.6148361737E+01    0.3787297884E+00
     0.2000000000E+01    0.1575580174E+01   -0.6056939691E+01   -0.2988042893E+00   -0.1874384463E+01    0.5702759432E+01    0.3185693171E+00
     0.3000000000E+01    0.4831427943E+01   -0.7078297522E+00    0.3212947219E+01   -0.1618480724E+01    0.3920391687E+01    0.2213903346E-01
     0.4000000000E+01    0.8004656177E+01    0.3416288941E+01    0.6480646096E+01   -0.1524010081E+01    0.3064694313E+01    0.7884400858E-02
     0.5000000000E+01    0.1932563883E+02    0.2501730667E+02    0.1974605166E+02    0.4204128261E+00   -0.5271257346E+01   -0.2476454109E-02
     0.6000000000E+01    0.2305397958E+02    0.2990937837E+02    0.2372388357E+02    0.6699039926E+00   -0.6185614804E+01   -0.5265515731E-02
     0.7000000000E+01    0.2937270896E+02    0.3914490918E+02    0.3046419752E+02    0.1091488555E+01   -0.8663895508E+01   -0.8735442119E-01
     0.8000000000E+01    0.3029321299E+02    0.4020425509E+02    0.3119378530E+02    0.9005723148E+00   -0.9009887209E+01   -0.1477042405E+00
