 in_star,      iq
       1,      93
       2,     493
       3,     475
       4,     111
       5,     318
       6,     268
       7,     398
       8,     188
       9,     216
      10,     370
      11,     226
      12,     360
      13,     205
      14,     381
      15,     251
      16,     335
      17,     100
      18,     468
      19,     486
      20,     118
      21,     426
      22,     282
      23,     160
      24,     304
