 in_star,      iq
       1,      29
       2,     485
       3,      36
       4,     110
       5,     317
       6,     260
       7,     334
       8,     197
       9,     281
      10,     362
      11,     225
      12,     296
       1,      45
       2,     101
       3,      38
       4,     476
       5,     269
       6,     262
       7,     252
       8,     325
       9,     297
      10,     224
      11,     353
      12,     290
