 in_star,      iq
       1,      21
       2,     421
       3,      35
       4,     183
       5,     309
       6,     259
       7,     407
       8,     133
       9,     273
      10,     435
      11,     161
      12,     295
       1,      53
       2,     165
       3,      39
       4,     403
       5,     277
       6,     263
       7,     179
       8,     389
       9,     305
      10,     151
      11,     417
      12,     291
