 in_star,      iq
       1,      86
       2,     356
       3,     482
       4,     248
       5,     237
       6,     331
       7,     479
       8,     125
       9,     272
      10,     444
      11,     170
      12,     286
      13,     142
      14,     300
      15,     314
      16,     416
      17,     107
      18,     461
      19,     349
      20,     255
      21,     500
      22,     338
      23,     104
      24,     230
