 in_star,      iq
       1,      22
       2,     348
       3,      43
       4,     247
       5,     236
       6,     323
       7,     415
       8,     134
       9,     337
      10,     436
      11,     169
      12,     222
       1,      52
       2,     238
       3,      31
       4,     339
       5,     350
       6,     199
       7,     171
       8,     388
       9,     241
      10,     150
      11,     409
      12,     364
