 iks ibn en[eV] re[meV] im[meV]
   1 240   -0.1897160527E+01   -0.1318098806E+04    0.3622542724E+03
   1 241   -0.1894212578E+01   -0.1336885557E+04    0.3550423987E+03
   1 242   -0.1879287969E+01   -0.1288707613E+04    0.3828717545E+03
   1 243   -0.1879287963E+01   -0.1288705012E+04    0.3828711288E+03
   1 244   -0.1817905024E+01   -0.1198155832E+04    0.3253218877E+03
   1 245   -0.1817905011E+01   -0.1198160385E+04    0.3253202977E+03
   1 246   -0.1799344787E+01   -0.1184851199E+04    0.3678623616E+03
   1 247   -0.1791988614E+01   -0.1158712324E+04    0.3405771865E+03
   1 248   -0.1791988597E+01   -0.1158714767E+04    0.3405778231E+03
   1 249   -0.1638818263E+01   -0.1119675102E+04    0.2025279647E+03
   1 250   -0.1638818246E+01   -0.1119668548E+04    0.2025225302E+03
   1 251   -0.1428804098E+01   -0.1131085332E+04    0.1941853638E+03
   1 252   -0.1428803990E+01   -0.1131095889E+04    0.1941806835E+03
   1 253   -0.3977890637E+00   -0.1243205600E+04    0.1122373616E+03
   1 254   -0.1873235602E-07   -0.1327553330E+04    0.1445395577E+03
   1 255    0.0000000000E+00   -0.1327556763E+04    0.1445393860E+03
   1 256    0.1164837164E+01   -0.1135017114E+04    0.4172666336E+03
   1 257    0.4439422532E+01   -0.9979654162E+03    0.2139135950E+03
   1 258    0.4452085676E+01   -0.9842290048E+03    0.2188577346E+03
   1 259    0.4452085682E+01   -0.9842287503E+03    0.2188577867E+03
   1 260    0.4508315336E+01   -0.8628117261E+03    0.2261524384E+03
   1 261    0.4514356437E+01   -0.9047272390E+03    0.2231965613E+03
   1 262    0.4514356453E+01   -0.9047156114E+03    0.2231826422E+03
   1 263    0.4759800807E+01   -0.4292671783E+03    0.1312796923E+03
   1 264    0.4759800846E+01   -0.4292680947E+03    0.1312796812E+03
   1 265    0.4823801879E+01   -0.4037102968E+03    0.1357724860E+03
   1 266    0.4840190717E+01   -0.4128246326E+03    0.1405710968E+03
   1 267    0.4840190761E+01   -0.4128231090E+03    0.1405703327E+03
   1 268    0.4843109316E+01   -0.4656148031E+03    0.1552262172E+03
   1 269    0.5581622844E+01   -0.1642391048E+04    0.1566693920E+03
   1 270    0.5689828149E+01   -0.1634019412E+04    0.1933266730E+03
   1 271    0.5689828198E+01   -0.1634019174E+04    0.1933267891E+03
   1 272    0.6006871184E+01   -0.8697212064E+03    0.4564050351E+03
   1 273    0.6022956242E+01   -0.8466587526E+03    0.5190026999E+03
   1 274    0.6028224352E+01   -0.8881553828E+03    0.4908533522E+03
   1 275    0.6028224373E+01   -0.8881586153E+03    0.4908569762E+03
   1 276    0.6049452755E+01   -0.7893287599E+03    0.5375736369E+03
   1 277    0.6049452769E+01   -0.7893270914E+03    0.5375747745E+03
   1 278    0.6071105627E+01   -0.8028225099E+03    0.5133050607E+03
   1 279    0.6071105653E+01   -0.8028245524E+03    0.5133065370E+03
   1 280    0.6097951991E+01   -0.7135456059E+03    0.5692499173E+03
