1,-0.018332,-0.019778,0.001446,0.000729322424
2,0.018332,0.019778,-0.001446,0.000729322424
3,-0.087591,-0.091206,0.002728,0.0159981597
4,0.089553,0.091803,-0.002216,0.01645244127
5,-0.089553,-0.091803,0.002216,0.01645244127
6,0.08759,0.091206,-0.002728,0.01599798452
7,-0.03457,-0.0727,0.026878,0.007202801784
8,0.028081,0.064757,-0.036246,0.006295784126
9,-0.083138,-0.100264,0.015807,0.01721465799
10,0.123186,0.102318,-0.004857,0.02566735417
11,-0.123943,-0.090525,0.00059,0.02355699097
12,0.094987,0.093944,-0.013874,0.01804049318
13,-0.028081,-0.064757,0.036246,0.006295784126
14,0.03457,0.0727,-0.026878,0.007202801784
15,-0.094987,-0.093945,0.013874,0.01804068107
16,0.123943,0.090526,-0.00059,0.02355717203
17,-0.123186,-0.102318,0.004857,0.02566735417
18,0.083138,0.100265,-0.015807,0.01721485852
19,-0.064329,-0.037298,-0.01489,0.005751073145
20,0.055557,0.030296,0.024796,0.004619269481
21,-0.092932,-0.088172,-0.003537,0.01642316858
22,0.094835,0.133708,-0.01503,0.02709740739
23,-0.08334,-0.133047,0.015035,0.02487311103
24,0.087638,0.103622,-0.005309,0.01844612341
25,-0.072364,-0.079601,0.007333,0.01162664059
26,0.128852,0.138216,-0.007483,0.03576249585
27,-0.118966,-0.128353,0.009387,0.03071551753
28,0.10425,0.112476,-0.008226,0.02358658015
29,-0.090226,-0.097171,0.009281,0.01766907128
30,0.084374,0.091016,-0.007659,0.01546154441
31,-0.103032,-0.129252,0.002887,0.0273300073
32,0.119173,0.110022,-0.010604,0.02641948923
33,-0.117623,-0.096187,0.00818,0.0231540215
34,0.097062,0.090934,-0.006747,0.01773554621
35,-0.08427,-0.104721,0.00656,0.01811095434
36,0.08899,0.126904,-0.005961,0.02405937884
37,-0.055557,-0.030297,-0.024796,0.004619330074
38,0.064329,0.037297,0.01489,0.00575099855
39,-0.087638,-0.103622,0.005309,0.01844612341
40,0.083341,0.133048,-0.015035,0.02487354381
41,-0.094835,-0.133709,0.015031,0.02709770487
42,0.092932,0.088172,0.003537,0.01642316858
43,-0.119173,-0.110022,0.010604,0.02641948923
44,0.103032,0.129253,-0.002887,0.0273302658
45,-0.08899,-0.126904,0.005961,0.02405937884
46,0.08427,0.104721,-0.00656,0.01811095434
47,-0.097062,-0.090934,0.006747,0.01773554621
48,0.117623,0.096187,-0.00818,0.0231540215
49,-0.128852,-0.138217,0.007483,0.03576277228
50,0.072365,0.079601,-0.007333,0.01162678532
51,-0.084374,-0.091017,0.007659,0.01546172645
52,0.090226,0.09717,-0.009281,0.01766887694
53,-0.10425,-0.112476,0.008226,0.02358658015
54,0.118966,0.128353,-0.009387,0.03071551753
