   1,   1, 0.614669490998584895E-04, 0.000000000000000000E+00
   1,   2, 0.878008053286331389E-05, 0.000000000000000000E+00
   1,   3, 0.878008053286331558E-05, 0.000000000000000000E+00
   1,   4,-0.592904064770639590E-04, 0.232993524347237170E-21
   1,   5, 0.111081421448903366E-04,-0.436516688123781565E-22
   1,   6, 0.111081421448903400E-04,-0.436516688123782271E-22
   2,   1, 0.878008053286331389E-05, 0.000000000000000000E+00
   2,   2, 0.614669490998584895E-04, 0.000000000000000000E+00
   2,   3, 0.878008053286331389E-05, 0.000000000000000000E+00
   2,   4, 0.111081421448903366E-04,-0.436516688123781389E-22
   2,   5,-0.592904064770639590E-04, 0.232993524347236982E-21
   2,   6, 0.111081421448903366E-04,-0.436516688123781742E-22
   3,   1, 0.878008053286332066E-05, 0.000000000000000000E+00
   3,   2, 0.878008053286332066E-05, 0.000000000000000000E+00
   3,   3, 0.614669490998584895E-04, 0.000000000000000000E+00
   3,   4, 0.111081421448903400E-04,-0.436516688123782271E-22
   3,   5, 0.111081421448903400E-04,-0.436516688123781389E-22
   3,   6,-0.592904064770639590E-04, 0.232993524347237076E-21
   4,   1,-0.592904064770639793E-04,-0.232993524347237170E-21
   4,   2, 0.111081421448903316E-04, 0.436516688123781565E-22
   4,   3, 0.111081421448903316E-04, 0.436516688123781036E-22
   4,   4, 0.614624019440797336E-04, 0.000000000000000000E+00
   4,   5, 0.877994154279202041E-05, 0.000000000000000000E+00
   4,   6, 0.877994154279201532E-05, 0.000000000000000000E+00
   5,   1, 0.111081421448903316E-04, 0.436516688123781036E-22
   5,   2,-0.592904064770639793E-04,-0.232993524347237170E-21
   5,   3, 0.111081421448903316E-04, 0.436516688123781036E-22
   5,   4, 0.877994154279202041E-05, 0.000000000000000000E+00
   5,   5, 0.614624019440797336E-04, 0.000000000000000000E+00
   5,   6, 0.877994154279202041E-05, 0.000000000000000000E+00
   6,   1, 0.111081421448903214E-04, 0.436516688123781389E-22
   6,   2, 0.111081421448903214E-04, 0.436516688123781389E-22
   6,   3,-0.592904064770639929E-04,-0.232993524347237170E-21
   6,   4, 0.877994154279201532E-05, 0.000000000000000000E+00
   6,   5, 0.877994154279201532E-05, 0.000000000000000000E+00
   6,   6, 0.614624019440797336E-04, 0.000000000000000000E+00
