 iks ibn iq imode en fm
   1 100   1   1   -0.2390176058E+01    0.0000000000E+00
   1 100   1   2   -0.2390176058E+01    0.0000000000E+00
   1 100   1   3   -0.2390176058E+01    0.0000000000E+00
   1 100   1   4   -0.2390176058E+01   -0.1530232464E+02
   1 100   1   5   -0.2390176058E+01   -0.1072220810E+02
   1 100   1   6   -0.2390176058E+01   -0.2403566992E+02
   1 100   1   7   -0.2390176058E+01   -0.1463585530E+02
   1 100   1   8   -0.2390176058E+01   -0.1588478288E+02
   1 100   1   9   -0.2390176058E+01   -0.1451835758E+02
   1 100   1  10   -0.2390176058E+01   -0.2282868588E+02
   1 100   1  11   -0.2390176058E+01   -0.9928440005E+01
   1 100   1  12   -0.2390176058E+01   -0.1454100261E+02
   1 100   1  13   -0.2390176058E+01   -0.9701964032E+01
   1 100   1  14   -0.2390176058E+01   -0.1088062761E+02
   1 100   1  15   -0.2390176058E+01   -0.1724340449E+02
   1 100   1  16   -0.2390176058E+01   -0.3439174896E+02
   1 100   1  17   -0.2390176058E+01   -0.8817024706E+01
   1 100   1  18   -0.2390176058E+01   -0.1233276067E+02
   1 100   1  19   -0.2390176058E+01   -0.8430795872E+01
   1 100   1  20   -0.2390176058E+01   -0.9972227346E+01
   1 100   1  21   -0.2390176058E+01   -0.6087145811E+01
   1 100   1  22   -0.2390176058E+01   -0.7944273458E+01
   1 100   1  23   -0.2390176058E+01   -0.1046425819E+02
   1 100   1  24   -0.2390176058E+01   -0.8369759798E+01
   1 100   1  25   -0.2390176058E+01   -0.6347838960E+01
   1 100   1  26   -0.2390176058E+01   -0.2063549888E+02
   1 100   1  27   -0.2390176058E+01   -0.1639856001E+02
   1 100   1  28   -0.2390176058E+01   -0.6899379873E+01
   1 100   1  29   -0.2390176058E+01   -0.8825896300E+01
   1 100   1  30   -0.2390176058E+01   -0.1049113286E+02
   1 100   1  31   -0.2390176058E+01   -0.7318515978E+01
   1 100   1  32   -0.2390176058E+01   -0.9927153181E+01
   1 100   1  33   -0.2390176058E+01   -0.6735071101E+01
   1 100   1  34   -0.2390176058E+01   -0.7983960712E+01
   1 100   1  35   -0.2390176058E+01   -0.6411184031E+01
   1 100   1  36   -0.2390176058E+01   -0.6660808133E+01
   1 100   1  37   -0.2390176058E+01   -0.6683951037E+01
   1 100   1  38   -0.2390176058E+01   -0.6959240233E+01
   1 100   1  39   -0.2390176058E+01   -0.9353496247E+01
   1 100   1  40   -0.2390176058E+01   -0.9626391826E+01
   1 100   1  41   -0.2390176058E+01   -0.2306907687E+02
   1 100   1  42   -0.2390176058E+01   -0.9014845646E+01
   1 100   1  43   -0.2390176058E+01   -0.6522235343E+01
   1 100   1  44   -0.2390176058E+01   -0.1525501214E+02
   1 100   1  45   -0.2390176058E+01   -0.7021803108E+01
   1 100   1  46   -0.2390176058E+01   -0.6381212140E+01
   1 100   1  47   -0.2390176058E+01   -0.1266153868E+02
   1 100   1  48   -0.2390176058E+01   -0.1389972204E+02
   1 100   1  49   -0.2390176058E+01   -0.6511588333E+01
   1 100   1  50   -0.2390176058E+01   -0.5690399978E+01
   1 100   1  51   -0.2390176058E+01   -0.5130391089E+01
   1 100   1  52   -0.2390176058E+01   -0.3314438973E+01
   1 100   1  53   -0.2390176058E+01   -0.6282613970E+01
   1 100   1  54   -0.2390176058E+01   -0.1289543912E+02
   1 100   1  55   -0.2390176058E+01   -0.6260718866E+01
   1 100   1  56   -0.2390176058E+01   -0.1192977004E+02
   1 100   1  57   -0.2390176058E+01   -0.9239191263E+01
   1 100   1  58   -0.2390176058E+01   -0.6132749839E+01
   1 100   1  59   -0.2390176058E+01   -0.3584695008E+01
   1 100   1  60   -0.2390176058E+01   -0.1163305917E+02
   1 100   1  61   -0.2390176058E+01   -0.4332570697E+01
   1 100   1  62   -0.2390176058E+01   -0.6825445754E+01
   1 100   1  63   -0.2390176058E+01   -0.4550167509E+01
   1 100   1  64   -0.2390176058E+01   -0.9836520284E+01
   1 100   1  65   -0.2390176058E+01   -0.7260104139E+01
   1 100   1  66   -0.2390176058E+01   -0.5963492521E+01
   1 100   1  67   -0.2390176058E+01   -0.4131928211E+01
   1 100   1  68   -0.2390176058E+01   -0.8423266181E+01
