 iks ibn en[eV] imselfen[meV]
   1 100   -0.2390176058E+01    0.1859189375E+03
   1 101   -0.2023205999E+01    0.1598057664E+03
   1 102   -0.2023205883E+01    0.1598063188E+03
   1 103   -0.1746380479E+01    0.7860685778E+02
   1 104   -0.1746380331E+01    0.7860486033E+02
   1 105   -0.6815262193E+00    0.7125298758E+02
   1 106   -0.1270466120E-06    0.8851527166E+02
   1 107    0.0000000000E+00    0.8851499500E+02
   1 108    0.1721296103E+01    0.2771746811E+03
   1 109    0.4020226475E+01    0.9152833936E+02
   1 110    0.4111408292E+01    0.1366864356E+03
   1 111    0.4111408324E+01    0.1366836821E+03
   1 112    0.4170472968E+01    0.2016767759E+03
   1 113    0.4170473004E+01    0.2016766420E+03
   1 114    0.4375116656E+01    0.2016480149E+03
   1 115    0.5449472740E+01    0.8308760781E+02
   1 116    0.5715300604E+01    0.1340531151E+03
   1 117    0.5715300713E+01    0.1340530883E+03
   1 118    0.6015124920E+01    0.1967223720E+03
   1 119    0.6186158688E+01    0.1804566513E+03
   1 120    0.6186158709E+01    0.1804491350E+03
