 iks,ibn,iq,imode,en,fm
   1 100   1   1   -0.2390176058E+01    0.0000000000E+00
   1 100   1   2   -0.2390176058E+01    0.0000000000E+00
   1 100   1   3   -0.2390176058E+01    0.0000000000E+00
   1 100   1   4   -0.2390176058E+01   -0.1529074840E+02
   1 100   1   5   -0.2390176058E+01   -0.1070136209E+02
   1 100   1   6   -0.2390176058E+01   -0.2411099861E+02
   1 100   1   7   -0.2390176058E+01   -0.1467382729E+02
   1 100   1   8   -0.2390176058E+01   -0.1595531558E+02
   1 100   1   9   -0.2390176058E+01   -0.1483029708E+02
   1 100   1  10   -0.2390176058E+01   -0.2315185082E+02
   1 100   1  11   -0.2390176058E+01   -0.9919222139E+01
   1 100   1  12   -0.2390176058E+01   -0.1455498691E+02
   1 100   1  13   -0.2390176058E+01   -0.9767378532E+01
   1 100   1  14   -0.2390176058E+01   -0.1087577706E+02
   1 100   1  15   -0.2390176058E+01   -0.1748315358E+02
   1 100   1  16   -0.2390176058E+01   -0.3459271988E+02
   1 100   1  17   -0.2390176058E+01   -0.8865518646E+01
   1 100   1  18   -0.2390176058E+01   -0.1264797418E+02
   1 100   1  19   -0.2390176058E+01   -0.8616591575E+01
   1 100   1  20   -0.2390176058E+01   -0.1005857920E+02
   1 100   1  21   -0.2390176058E+01   -0.6167022279E+01
   1 100   1  22   -0.2390176058E+01   -0.9524980102E+01
   1 100   1  23   -0.2390176058E+01   -0.1046490779E+02
   1 100   1  24   -0.2390176058E+01   -0.8378202170E+01
   1 100   1  25   -0.2390176058E+01   -0.6352245844E+01
   1 100   1  26   -0.2390176058E+01   -0.2076378486E+02
   1 100   1  27   -0.2390176058E+01   -0.1651791112E+02
   1 100   1  28   -0.2390176058E+01   -0.7070231912E+01
   1 100   1  29   -0.2390176058E+01   -0.8830454610E+01
   1 100   1  30   -0.2390176058E+01   -0.1058116959E+02
   1 100   1  31   -0.2390176058E+01   -0.7373137164E+01
   1 100   1  32   -0.2390176058E+01   -0.9931219764E+01
   1 100   1  33   -0.2390176058E+01   -0.6732306659E+01
   1 100   1  34   -0.2390176058E+01   -0.7976987325E+01
   1 100   1  35   -0.2390176058E+01   -0.6380116607E+01
   1 100   1  36   -0.2390176058E+01   -0.6673325050E+01
   1 100   1  37   -0.2390176058E+01   -0.6695855585E+01
   1 100   1  38   -0.2390176058E+01   -0.8945050093E+01
   1 100   1  39   -0.2390176058E+01   -0.9363016079E+01
   1 100   1  40   -0.2390176058E+01   -0.9741627084E+01
   1 100   1  41   -0.2390176058E+01   -0.2320248532E+02
   1 100   1  42   -0.2390176058E+01   -0.9030565690E+01
   1 100   1  43   -0.2390176058E+01   -0.6523212898E+01
   1 100   1  44   -0.2390176058E+01   -0.1527140630E+02
   1 100   1  45   -0.2390176058E+01   -0.7002603106E+01
   1 100   1  46   -0.2390176058E+01   -0.6325786974E+01
   1 100   1  47   -0.2390176058E+01   -0.1260651128E+02
   1 100   1  48   -0.2390176058E+01   -0.1442198925E+02
   1 100   1  49   -0.2390176058E+01   -0.7470205195E+01
   1 100   1  50   -0.2390176058E+01   -0.6690136117E+01
   1 100   1  51   -0.2390176058E+01   -0.5399913219E+01
   1 100   1  52   -0.2390176058E+01   -0.6001866257E+01
   1 100   1  53   -0.2390176058E+01   -0.6486753562E+01
   1 100   1  54   -0.2390176058E+01   -0.1358461426E+02
   1 100   1  55   -0.2390176058E+01   -0.5831546290E+01
   1 100   1  56   -0.2390176058E+01   -0.1227218140E+02
   1 100   1  57   -0.2390176058E+01   -0.9276671068E+01
   1 100   1  58   -0.2390176058E+01   -0.6021878050E+01
   1 100   1  59   -0.2390176058E+01   -0.6346606916E+01
   1 100   1  60   -0.2390176058E+01   -0.1231646742E+02
   1 100   1  61   -0.2390176058E+01   -0.4897655922E+01
   1 100   1  62   -0.2390176058E+01   -0.7736239991E+01
   1 100   1  63   -0.2390176058E+01   -0.5432361038E+01
   1 100   1  64   -0.2390176058E+01   -0.1034966985E+02
   1 100   1  65   -0.2390176058E+01   -0.7485320163E+01
   1 100   1  66   -0.2390176058E+01   -0.6165603714E+01
   1 100   1  67   -0.2390176058E+01   -0.4424608690E+01
   1 100   1  68   -0.2390176058E+01   -0.8420434958E+01
