#            band          E0[eV]          Sx[eV]        Vxcl[eV]       Vxcnl[eV]         EHF[eV]
     0.1000000000E+01   -0.3641244539E+01   -0.2458700233E+02   -0.1525829079E+02    0.0000000000E+00   -0.1296995608E+02
     0.2000000000E+01    0.4659728208E+01   -0.2209091088E+02   -0.1595123526E+02    0.0000000000E+00   -0.1479947410E+01
     0.3000000000E+01    0.5746993496E+01   -0.2046727277E+02   -0.1534269618E+02    0.0000000000E+00    0.6224169025E+00
     0.4000000000E+01    0.1033700202E+02   -0.2007370747E+02   -0.1648383108E+02    0.0000000000E+00    0.6747125629E+01
     0.5000000000E+01    0.2129644421E+02   -0.8118616580E+01   -0.1468679293E+02    0.0000000000E+00    0.2786462056E+02
     0.6000000000E+01    0.2335386914E+02   -0.8087662240E+01   -0.1603672751E+02    0.0000000000E+00    0.3130293441E+02
     0.7000000000E+01    0.2570970304E+02   -0.8095533655E+01   -0.1601253562E+02    0.0000000000E+00    0.3362670500E+02
     0.8000000000E+01    0.2726206403E+02   -0.7019045237E+01   -0.1570957398E+02    0.0000000000E+00    0.3595259277E+02
