 iks ibn en[eV] imselfen[meV]
   1   1   -0.2373463854E+02    0.1417329335E+01
   1   2   -0.2248885248E+01    0.4958641466E+02
   1   3   -0.2248885248E+01    0.4958641106E+02
   1   4   -0.2248885248E+01    0.4958640270E+02
   1   5    0.3356102478E+01    0.7736017859E+02
   1   6    0.3356102478E+01    0.7736018278E+02
   1   7    0.3356102478E+01    0.7736018321E+02
   1   8    0.1152542466E+02    0.2898849646E+03
   2   1   -0.2199418425E+02    0.7854631815E+02
   2   2   -0.8815505089E+01    0.1412706655E+03
   2   3   -0.4007704537E+01    0.1820731447E+03
   2   4   -0.4007704537E+01    0.1820731694E+03
   2   5    0.5564757282E+01    0.3325075771E+03
   2   6    0.5564757282E+01    0.3325075824E+03
   2   7    0.6096951468E+01    0.2330105977E+03
   2   8    0.1252975495E+02    0.1287149818E+03
   3   1   -0.1778706708E+02    0.3555576010E+03
   3   2   -0.1572161037E+02    0.1719745544E+02
   3   3   -0.5067803689E+01    0.1006747549E+03
   3   4   -0.5067803689E+01    0.1006747593E+03
   3   5    0.6228799614E+01    0.5331064670E+03
   3   6    0.6228799614E+01    0.5331066589E+03
   3   7    0.6971115044E+01    0.3446436121E+02
   3   8    0.1333658352E+02    0.5095222950E+02
   4   1   -0.2141796442E+02    0.5514163025E+02
   4   2   -0.6634334658E+01    0.2469780506E+03
   4   3   -0.6410558341E+01    0.9463088065E+02
   4   4   -0.6410558341E+01    0.9463087212E+02
   4   5    0.2248885248E+01    0.8649598583E+02
   4   6    0.8080339685E+01    0.2497019721E+03
   4   7    0.9378065161E+01    0.1133314736E+04
   4   8    0.9378065161E+01    0.1133314578E+04
   5   1   -0.1761007935E+02    0.1988981272E+03
   5   2   -0.1300149917E+02    0.1335359738E+03
   5   3   -0.8988140401E+01    0.2807431235E+03
   5   4   -0.7169974654E+01    0.1546594976E+03
   5   5    0.3873098523E+01    0.2805145570E+03
   5   6    0.9218699167E+01    0.3833814673E+03
   5   7    0.1060447778E+02    0.6322812611E+03
   5   8    0.1122313699E+02    0.4971332223E+03
   6   1   -0.1919684910E+02    0.1002698896E+03
   6   2   -0.1086374377E+02    0.2309524190E+03
   6   3   -0.9911668707E+01    0.6789419683E+02
   6   4   -0.5284280085E+01    0.2423832784E+03
   6   5    0.5742592444E+01    0.8232601434E+03
   6   6    0.7796997984E+01    0.2507711849E+03
   6   7    0.1018470437E+02    0.3549852249E+03
   6   8    0.1182216653E+02    0.2198245286E+03
   7   1   -0.1490781774E+02    0.4240562257E+02
   7   2   -0.1490781774E+02    0.4240562013E+02
   7   3   -0.8607062392E+01    0.3981792623E+02
   7   4   -0.8607062392E+01    0.3981791726E+02
   7   5    0.2558930608E+01    0.9368881327E+02
   7   6    0.2558930608E+01    0.9368881729E+02
   7   7    0.1460530758E+02    0.7870409914E+02
   7   8    0.1460530758E+02    0.7870406980E+02
   8   1   -0.1404866025E+02    0.9229102652E+02
   8   2   -0.1404866025E+02    0.9229102628E+02
   8   3   -0.1069933014E+02    0.7382651274E+02
   8   4   -0.1069933014E+02    0.7382651437E+02
   8   5    0.8307946853E+01    0.2844068530E+03
   8   6    0.8307946853E+01    0.2844068566E+03
   8   7    0.1026180646E+02    0.6875948136E+03
   8   8    0.1026180646E+02    0.6875949250E+03
