 iks ibn en[eV] imselfen[meV]
   1 240   -0.1897160527E+01    0.2237884315E+03
   1 241   -0.1894212578E+01    0.2487395229E+03
   1 242   -0.1879287969E+01    0.2130603379E+03
   1 243   -0.1879287963E+01    0.2130706638E+03
   1 244   -0.1817905024E+01    0.1699982007E+03
   1 245   -0.1817905011E+01    0.1700378916E+03
   1 246   -0.1799344787E+01    0.1564274601E+03
   1 247   -0.1791988614E+01    0.1598388285E+03
   1 248   -0.1791988597E+01    0.1598395695E+03
   1 249   -0.1638818263E+01    0.1376715124E+03
   1 250   -0.1638818246E+01    0.1376730272E+03
   1 251   -0.1428804098E+01    0.7016352349E+02
   1 252   -0.1428803990E+01    0.7015743221E+02
   1 253   -0.3977890637E+00    0.4437782115E+02
   1 254   -0.1873235602E-07    0.4396497119E+02
   1 255    0.0000000000E+00    0.4396493875E+02
   1 256    0.1164837164E+01    0.1943171160E+03
   1 257    0.4439422532E+01    0.6830268283E+02
   1 258    0.4452085676E+01    0.7244616557E+02
   1 259    0.4452085682E+01    0.7244635062E+02
   1 260    0.4508315336E+01    0.1036213588E+03
   1 261    0.4514356437E+01    0.1095457161E+03
   1 262    0.4514356453E+01    0.1095453349E+03
   1 263    0.4759800807E+01    0.1093325020E+03
   1 264    0.4759800846E+01    0.1093313584E+03
   1 265    0.4823801879E+01    0.9670544448E+02
   1 266    0.4840190717E+01    0.1034860693E+03
   1 267    0.4840190761E+01    0.1034862236E+03
   1 268    0.4843109316E+01    0.1080354873E+03
   1 269    0.5581622844E+01    0.6905373342E+02
   1 270    0.5689828149E+01    0.9524084862E+02
   1 271    0.5689828198E+01    0.9524093659E+02
   1 272    0.6006871184E+01    0.1894418523E+03
   1 273    0.6022956242E+01    0.1919573179E+03
   1 274    0.6028224352E+01    0.1821413270E+03
   1 275    0.6028224373E+01    0.1821461212E+03
   1 276    0.6049452755E+01    0.2119017893E+03
   1 277    0.6049452769E+01    0.2119096284E+03
   1 278    0.6071105627E+01    0.2122452036E+03
   1 279    0.6071105653E+01    0.2122479041E+03
   1 280    0.6097951991E+01    0.2681414466E+03
