#            band          E0[eV]         EHF[eV]         Eqp[eV]      Eqp-E0[eV]      Sc_Eqp[eV]       Width[eV]      LinEqp[eV]
     0.1000000000E+01   -0.4159735131E+01   -0.1367785260E+02   -0.5953432909E+01   -0.1793697778E+01    0.7755297887E+01    0.8959826291E+00   -0.5637857880E+01
     0.2000000000E+01    0.4549274776E+01   -0.1456142828E+01    0.2781202366E+01   -0.1768072410E+01    0.4238904213E+01    0.7839564860E-01    0.2196271983E+01
     0.3000000000E+01    0.8634126877E+01    0.4341351551E+01    0.7038975414E+01   -0.1595151463E+01    0.2698154942E+01    0.6550234270E-02    0.7020844832E+01
     0.4000000000E+01    0.8931547340E+01    0.4921228931E+01    0.7477046130E+01   -0.1454501209E+01    0.2555230099E+01    0.5841679647E-02    0.7462419554E+01
     0.5000000000E+01    0.1945026161E+02    0.2553593706E+02    0.2003351163E+02    0.5832500183E+00   -0.5502435198E+01   -0.3135891900E-02    0.2003500860E+02
     0.6000000000E+01    0.2458647205E+02    0.3193222402E+02    0.2523371457E+02    0.6472425215E+00   -0.6698555047E+01   -0.9247100299E-02    0.2523467266E+02
     0.7000000000E+01    0.2511412822E+02    0.3339688395E+02    0.2615288417E+02    0.1038755951E+01   -0.7244063898E+01   -0.2931192332E-01    0.2615386452E+02
     0.8000000000E+01    0.2520015071E+02    0.3320652386E+02    0.2602009698E+02    0.8199462756E+00   -0.7186586639E+01   -0.1361329276E-01    0.2602264431E+02
