#            band          E0[eV]         EHF[eV]         Eqp[eV]      Eqp-E0[eV]      Sc_Eqp[eV]       Width[eV]      LinEqp[eV]
     0.1000000000E+01    0.6343570274E+00   -0.7341820631E+01   -0.1262165946E+01   -0.1896522974E+01    0.6093385067E+01    0.3404659632E+00   -0.1370507963E+01
     0.2000000000E+01    0.1244797612E+01   -0.6330961078E+01   -0.6216774315E+00   -0.1866475044E+01    0.5708895684E+01    0.2197801233E+00   -0.4624012006E+00
     0.3000000000E+01    0.4565652572E+01   -0.8924022292E+00    0.2953016385E+01   -0.1612636187E+01    0.3846021016E+01    0.2049921326E-01    0.2726530110E+01
     0.4000000000E+01    0.7639680358E+01    0.3117658535E+01    0.6123967487E+01   -0.1515712871E+01    0.3006268309E+01    0.7916683071E-02    0.6105821725E+01
     0.5000000000E+01    0.1871794819E+02    0.2438710596E+02    0.1911639941E+02    0.3984512203E+00   -0.5270708431E+01   -0.2485105324E-02    0.1911702021E+02
     0.6000000000E+01    0.2235151841E+02    0.2918537939E+02    0.2299717174E+02    0.6456533329E+00   -0.6188250222E+01   -0.5273319717E-02    0.2249940017E+02
     0.7000000000E+01    0.2846061281E+02    0.3817217075E+02    0.2953712409E+02    0.1076511277E+01   -0.8631461574E+01   -0.9596586767E-01    0.2935146831E+02
     0.8000000000E+01    0.2930118865E+02    0.3913253046E+02    0.3020409444E+02    0.9029057891E+00   -0.8935862284E+01   -0.1245125735E+00    0.3086220699E+02
