 iks,ibn,iq,imode,en,fm
   1 100   1   1   -0.2390176058E+01    0.0000000000E+00
   1 100   1   2   -0.2390176058E+01    0.0000000000E+00
   1 100   1   3   -0.2390176058E+01    0.0000000000E+00
   1 100   1   4   -0.2390176058E+01   -0.1530756771E+02
   1 100   1   5   -0.2390176058E+01   -0.1072335162E+02
   1 100   1   6   -0.2390176058E+01   -0.2399120866E+02
   1 100   1   7   -0.2390176058E+01   -0.1462512586E+02
   1 100   1   8   -0.2390176058E+01   -0.1588796872E+02
   1 100   1   9   -0.2390176058E+01   -0.1455057003E+02
   1 100   1  10   -0.2390176058E+01   -0.2281190584E+02
   1 100   1  11   -0.2390176058E+01   -0.9935960937E+01
   1 100   1  12   -0.2390176058E+01   -0.1453337801E+02
   1 100   1  13   -0.2390176058E+01   -0.9713490215E+01
   1 100   1  14   -0.2390176058E+01   -0.1085108280E+02
   1 100   1  15   -0.2390176058E+01   -0.1716632554E+02
   1 100   1  16   -0.2390176058E+01   -0.3438715055E+02
   1 100   1  17   -0.2390176058E+01   -0.9053350699E+01
   1 100   1  18   -0.2390176058E+01   -0.1240990568E+02
   1 100   1  19   -0.2390176058E+01   -0.8318139279E+01
   1 100   1  20   -0.2390176058E+01   -0.9968273490E+01
   1 100   1  21   -0.2390176058E+01   -0.6089784412E+01
   1 100   1  22   -0.2390176058E+01   -0.7977234145E+01
   1 100   1  23   -0.2390176058E+01   -0.1045950520E+02
   1 100   1  24   -0.2390176058E+01   -0.8371481551E+01
   1 100   1  25   -0.2390176058E+01   -0.6349870644E+01
   1 100   1  26   -0.2390176058E+01   -0.2065612807E+02
   1 100   1  27   -0.2390176058E+01   -0.1640550345E+02
   1 100   1  28   -0.2390176058E+01   -0.6883682440E+01
   1 100   1  29   -0.2390176058E+01   -0.8821712409E+01
   1 100   1  30   -0.2390176058E+01   -0.1048817181E+02
   1 100   1  31   -0.2390176058E+01   -0.7314111471E+01
   1 100   1  32   -0.2390176058E+01   -0.9919421035E+01
   1 100   1  33   -0.2390176058E+01   -0.6735966731E+01
   1 100   1  34   -0.2390176058E+01   -0.7965851333E+01
   1 100   1  35   -0.2390176058E+01   -0.6434181806E+01
   1 100   1  36   -0.2390176058E+01   -0.6667184412E+01
   1 100   1  37   -0.2390176058E+01   -0.6688917058E+01
   1 100   1  38   -0.2390176058E+01   -0.6945725444E+01
   1 100   1  39   -0.2390176058E+01   -0.9353799699E+01
   1 100   1  40   -0.2390176058E+01   -0.9635038228E+01
   1 100   1  41   -0.2390176058E+01   -0.2307555876E+02
   1 100   1  42   -0.2390176058E+01   -0.9016548911E+01
   1 100   1  43   -0.2390176058E+01   -0.6525926149E+01
   1 100   1  44   -0.2390176058E+01   -0.1525749630E+02
   1 100   1  45   -0.2390176058E+01   -0.6991981314E+01
   1 100   1  46   -0.2390176058E+01   -0.6384652443E+01
   1 100   1  47   -0.2390176058E+01   -0.1266704560E+02
   1 100   1  48   -0.2390176058E+01   -0.1389809845E+02
   1 100   1  49   -0.2390176058E+01   -0.6528776847E+01
   1 100   1  50   -0.2390176058E+01   -0.5709754878E+01
   1 100   1  51   -0.2390176058E+01   -0.5141637064E+01
   1 100   1  52   -0.2390176058E+01   -0.3272920575E+01
   1 100   1  53   -0.2390176058E+01   -0.6254094607E+01
   1 100   1  54   -0.2390176058E+01   -0.1291261087E+02
   1 100   1  55   -0.2390176058E+01   -0.6036249122E+01
   1 100   1  56   -0.2390176058E+01   -0.1169902684E+02
   1 100   1  57   -0.2390176058E+01   -0.8862556890E+01
   1 100   1  58   -0.2390176058E+01   -0.6150213929E+01
   1 100   1  59   -0.2390176058E+01   -0.3880005575E+01
   1 100   1  60   -0.2390176058E+01   -0.1182622209E+02
   1 100   1  61   -0.2390176058E+01   -0.4584899327E+01
   1 100   1  62   -0.2390176058E+01   -0.6877702844E+01
   1 100   1  63   -0.2390176058E+01   -0.4541888920E+01
   1 100   1  64   -0.2390176058E+01   -0.9881988171E+01
   1 100   1  65   -0.2390176058E+01   -0.7205311412E+01
   1 100   1  66   -0.2390176058E+01   -0.5954572321E+01
   1 100   1  67   -0.2390176058E+01   -0.4095922492E+01
   1 100   1  68   -0.2390176058E+01   -0.8369380050E+01
