 iks ibn en[eV] imselfen[meV]
   1 100   -0.2390176058E+01    0.1860678067E+03
   1 101   -0.2023205999E+01    0.1598922565E+03
   1 102   -0.2023205883E+01    0.1598928106E+03
   1 103   -0.1746380479E+01    0.7868165011E+02
   1 104   -0.1746380331E+01    0.7867964968E+02
   1 105   -0.6815262193E+00    0.7128119201E+02
   1 106   -0.1270466120E-06    0.8857882161E+02
   1 107    0.0000000000E+00    0.8857854003E+02
   1 108    0.1721296103E+01    0.2770753750E+03
   1 109    0.4020226475E+01    0.9151813219E+02
   1 110    0.4111408292E+01    0.1366945792E+03
   1 111    0.4111408324E+01    0.1366918299E+03
   1 112    0.4170472968E+01    0.2016866354E+03
   1 113    0.4170473004E+01    0.2016865247E+03
   1 114    0.4375116656E+01    0.2016536583E+03
   1 115    0.5449472740E+01    0.8321581394E+02
   1 116    0.5715300604E+01    0.1342039724E+03
   1 117    0.5715300713E+01    0.1342039400E+03
   1 118    0.6015124920E+01    0.1967023853E+03
   1 119    0.6186158688E+01    0.1805461809E+03
   1 120    0.6186158709E+01    0.1805386561E+03
