#            band          E0[eV]         EHF[eV]         Eqp[eV]      Eqp-E0[eV]      Sc_Eqp[eV]       Width[eV]      LinEqp[eV]
     0.1000000000E+01   -0.8165140172E+01   -0.1897749831E+02   -0.1049429346E+02   -0.2329153292E+01    0.8522168427E+01    0.1094917367E+01   -0.5240553191E+01
     0.2000000000E+01    0.1310956090E+02    0.1063508739E+02    0.1193822576E+02   -0.1171335142E+01    0.1303173574E+01    0.2516340033E-02    0.1193338278E+02
     0.3000000000E+01    0.1310956090E+02    0.1063508739E+02    0.1193822588E+02   -0.1171335013E+01    0.1303173703E+01    0.2516340437E-02    0.1193338278E+02
     0.4000000000E+01    0.1310956090E+02    0.1063508739E+02    0.1193822578E+02   -0.1171335115E+01    0.1303173601E+01    0.2516340033E-02    0.1193338278E+02
     0.5000000000E+01    0.1867262333E+02    0.2490534989E+02    0.1945309337E+02    0.7804700431E+00   -0.5452279936E+01   -0.3409022123E-02    0.1945612253E+02
     0.6000000000E+01    0.1867262333E+02    0.2490534989E+02    0.1945309325E+02    0.7804699268E+00   -0.5452280053E+01   -0.3409022020E-02    0.1945612253E+02
     0.7000000000E+01    0.1867262333E+02    0.2490534989E+02    0.1945309329E+02    0.7804699589E+00   -0.5452280020E+01   -0.3409022018E-02    0.1945612253E+02
     0.8000000000E+01    0.2614288798E+02    0.3446377331E+02    0.2645578507E+02    0.3128970909E+00   -0.8007919038E+01   -0.1253685238E-01    0.2645514193E+02
