#            band          E0[eV]         EHF[eV]         Eqp[eV]      Eqp-E0[eV]      Sc_Eqp[eV]       Width[eV]      LinEqp[eV]
     0.1000000000E+01    0.1520629625E+01   -0.6230809630E+01   -0.4157165679E+00   -0.1936346193E+01    0.5809703592E+01    0.1482026421E+00    0.7246579115E-01
     0.2000000000E+01    0.1520629625E+01   -0.6230809503E+01   -0.4157157578E+00   -0.1936345383E+01    0.5809704371E+01    0.1482025478E+00    0.7246641837E-01
     0.3000000000E+01    0.4863095655E+01   -0.4072000704E+00    0.3298651802E+01   -0.1564443853E+01    0.3705884773E+01    0.1246861050E-01    0.3311323434E+01
     0.4000000000E+01    0.4863095656E+01   -0.4072006451E+00    0.3298649521E+01   -0.1564446135E+01    0.3705883048E+01    0.1246864259E-01    0.3311321407E+01
     0.5000000000E+01    0.2386869706E+02    0.3109818639E+02    0.2469946135E+02    0.8307642866E+00   -0.6397128487E+01   -0.5890778632E-02    0.2470808718E+02
     0.6000000000E+01    0.2386869707E+02    0.3109819467E+02    0.2469946409E+02    0.8307670204E+00   -0.6397134021E+01   -0.5890762916E-02    0.2470809042E+02
     0.7000000000E+01    0.2583500966E+02    0.3428509539E+02    0.2659029191E+02    0.7552822457E+00   -0.7696002544E+01   -0.4410539691E-01    0.2652848861E+02
     0.8000000000E+01    0.2583500966E+02    0.3428509552E+02    0.2659029199E+02    0.7552823320E+00   -0.7696002589E+01   -0.4410537641E-01    0.2652848861E+02
