#            band          E0[eV]         EHF[eV]         Eqp[eV]      Eqp-E0[eV]      Sc_Eqp[eV]       Width[eV]      LinEqp[eV]
     0.1000000000E+01   -0.5855600704E+01   -0.1588936175E+02   -0.7469165443E+01   -0.1613564739E+01    0.8421404137E+01    0.8409161518E+00    0.5461682779E+01
     0.2000000000E+01    0.8939587608E+01    0.4270333669E+01    0.7116036598E+01   -0.1823551010E+01    0.2844483320E+01    0.6420909713E-02    0.7106629249E+01
     0.3000000000E+01    0.9159465559E+01    0.5187845650E+01    0.7702299008E+01   -0.1457166551E+01    0.2514785439E+01    0.5994647980E-02    0.7690159702E+01
     0.4000000000E+01    0.9159465561E+01    0.5187845259E+01    0.7702298915E+01   -0.1457166646E+01    0.2514785737E+01    0.5994650620E-02    0.7690159702E+01
     0.5000000000E+01    0.1781120524E+02    0.2353269726E+02    0.1831029631E+02    0.4990910651E+00   -0.5222403734E+01   -0.2722693640E-02    0.1831116684E+02
     0.6000000000E+01    0.2363600451E+02    0.3068413517E+02    0.2427226875E+02    0.6362642423E+00   -0.6411991095E+01   -0.5539241547E-02    0.2427630807E+02
     0.7000000000E+01    0.2495330632E+02    0.3309940094E+02    0.2589883863E+02    0.9455323135E+00   -0.7200886482E+01   -0.2526407624E-01    0.2590480498E+02
     0.8000000000E+01    0.2495330632E+02    0.3309940251E+02    0.2589883877E+02    0.9455324474E+00   -0.7200887907E+01   -0.2526410797E-01    0.2590480498E+02
