 iks ibn en[eV] imselfen[meV]
   1 240   -0.2916196039E+01    0.2933950602E+03
   1 241   -0.2866343864E+01    0.2274538965E+03
   1 242   -0.2866343815E+01    0.2274587370E+03
   1 243   -0.2837088209E+01    0.1671121273E+03
   1 244   -0.2837088128E+01    0.1671123954E+03
   1 245   -0.2821227307E+01    0.1616207784E+03
   1 246   -0.2821227224E+01    0.1616045637E+03
   1 247   -0.2791963190E+01    0.1329397496E+03
   1 248   -0.2784146053E+01    0.1247333869E+03
   1 249   -0.2784145971E+01    0.1247287009E+03
   1 250   -0.2783693601E+01    0.1265174866E+03
   1 251   -0.2783693563E+01    0.1265051518E+03
   1 252   -0.2772947785E+01    0.1162323842E+03
   1 253   -0.2211451750E+01    0.6416733137E+02
   1 254   -0.1056427981E+01    0.6423759454E+02
   1 255   -0.1056427932E+01    0.6424619943E+02
   1 256   -0.8642444920E+00    0.4073263069E+02
   1 257    0.0000000000E+00    0.1325660387E+03
   1 258    0.3312999614E+01    0.4575827531E+02
   1 259    0.3459242878E+01    0.8006357302E+02
   1 260    0.3459242924E+01    0.8005265893E+02
   1 261    0.3507601462E+01    0.1133080011E+03
   1 262    0.3507601468E+01    0.1133085449E+03
   1 263    0.3615216526E+01    0.1512239324E+03
   1 264    0.3790768360E+01    0.1117694810E+03
   1 265    0.3809942239E+01    0.1003931143E+03
   1 266    0.3809942273E+01    0.1003916116E+03
   1 267    0.3872773959E+01    0.9377484542E+02
   1 268    0.3872773979E+01    0.9377863834E+02
   1 269    0.4010060421E+01    0.1348027508E+03
   1 270    0.4608472881E+01    0.7919618939E+02
   1 271    0.4631405649E+01    0.8143414483E+02
   1 272    0.4631405696E+01    0.8143340500E+02
   1 273    0.4928797430E+01    0.1445632367E+03
   1 274    0.4947236558E+01    0.1347485173E+03
   1 275    0.4989680004E+01    0.1648548242E+03
   1 276    0.4989680048E+01    0.1648488516E+03
   1 277    0.5056031184E+01    0.2191777351E+03
   1 278    0.5085264528E+01    0.2453395394E+03
   1 279    0.5085264549E+01    0.2453397217E+03
   1 280    0.5095047232E+01    0.2631714828E+03
