 in_star,      iq
       1,      16
       2,     202
       3,      21
       4,      65
       5,     142
       6,     111
       7,     155
       8,      76
       9,     121
      10,     170
      11,      91
      12,     132
       1,      28
       2,      58
       3,      23
       4,     195
       5,     118
       6,     113
       7,     105
       8,     148
       9,     133
      10,      90
      11,     163
      12,     128
