#            band          E0[eV]         EHF[eV]         Eqp[eV]      Eqp-E0[eV]      Sc_Eqp[eV]       Width[eV]      LinEqp[eV]
     0.1000000000E+01   -0.2026420689E+01   -0.1152325162E+02   -0.4437056121E+01   -0.2410635431E+01    0.7051869482E+01    0.6119159931E+00   -0.6168146621E+01
     0.2000000000E+01    0.4265435299E+00   -0.7481035511E+01   -0.1553257294E+01   -0.1979800824E+01    0.5935319407E+01    0.2180777015E+00   -0.1419351724E+01
     0.3000000000E+01    0.1068847237E+02    0.6859175011E+01    0.9104561691E+01   -0.1583910683E+01    0.2244082597E+01    0.4876893104E-02    0.9090253906E+01
     0.4000000000E+01    0.1068847237E+02    0.6859176041E+01    0.9104561657E+01   -0.1583910717E+01    0.2244081534E+01    0.4876888095E-02    0.9090253906E+01
     0.5000000000E+01    0.2200401940E+02    0.2871984872E+02    0.2260885368E+02    0.6048342763E+00   -0.6111012054E+01   -0.4977625378E-02    0.2260989380E+02
     0.6000000000E+01    0.2200401940E+02    0.2871985487E+02    0.2260885599E+02    0.6048365941E+00   -0.6111015883E+01   -0.4977624986E-02    0.2260989542E+02
     0.7000000000E+01    0.2221264014E+02    0.2860476149E+02    0.2233127091E+02    0.1186307714E+00   -0.6273492123E+01   -0.5213671473E-02    0.2233139146E+02
     0.8000000000E+01    0.2922656829E+02    0.3771016259E+02    0.2971619598E+02    0.4896276891E+00   -0.7996163686E+01   -0.4121792793E-01    0.3025693382E+02
