 ikr ibn iq imode EPCE[meV]
   1 100   1   1    0.0000000000E+00
   1 100   1   2    0.0000000000E+00
   1 100   1   3    0.0000000000E+00
   1 100   1   4   -0.4153582060E+01
   1 100   1   5   -0.1558280144E+02
   1 100   1   6   -0.1317213162E+02
   1 100   1   7   -0.1064926238E+02
   1 100   1   8   -0.8432241788E+01
   1 100   1   9   -0.1213116067E+02
   1 100   1  10   -0.7291774977E+01
   1 100   1  11   -0.9596155470E+01
   1 100   1  12   -0.1240274575E+02
   1 100   1  13   -0.1692923267E+02
   1 100   1  14   -0.3971519409E+02
   1 100   1  15   -0.1776098652E+02
   1 100   1  16   -0.1218386501E+02
   1 100   1  17   -0.1103883743E+02
   1 100   1  18   -0.2254684973E+02
   1 100   1  19   -0.1366623013E+02
   1 100   1  20   -0.6503614552E+01
   1 100   1  21   -0.1691260060E+02
   1 100   1  22   -0.1580165581E+02
   1 100   1  23   -0.9838657510E+01
   1 100   1  24   -0.9585375165E+01
   1 100   1  25   -0.7167374328E+01
   1 100   1  26   -0.9238071607E+01
   1 100   1  27   -0.5195728396E+01
   1 100   1  28   -0.9842659458E+01
   1 100   1  29   -0.1014212192E+02
   1 100   1  30   -0.1795482655E+02
   1 100   1  31   -0.1256351216E+02
   1 100   1  32   -0.1087496561E+02
   1 100   1  33   -0.1899446883E+02
   1 100   1  34   -0.1356418458E+02
   1 100   1  35   -0.9803673212E+01
   1 100   1  36   -0.5448974702E+01
   1 100   1  37   -0.4810413978E+01
   1 100   1  38   -0.7820868666E+01
   1 100   1  39   -0.1730071496E+02
   1 100   1  40   -0.9882661165E+01
   1 100   1  41   -0.4953426062E+01
   1 100   1  42   -0.1028285238E+02
   1 100   1  43   -0.7240855512E+01
   1 100   1  44   -0.2713335201E+01
   1 100   1  45   -0.4234143707E+01
   1 100   1  46   -0.8691871580E+01
   1 100   1  47   -0.8690980440E+01
   1 100   1  48   -0.1127891646E+02
   1 100   1  49   -0.1059032609E+02
   1 100   1  50   -0.1262317795E+02
   1 100   1  51   -0.1033133182E+02
   1 100   1  52   -0.5403661026E+01
   1 100   1  53   -0.1166125601E+02
   1 100   1  54   -0.5642814406E+01
   1 100   1  55   -0.5327230927E+01
   1 100   1  56   -0.6286103778E+01
   1 100   1  57   -0.6633923995E+01
   1 100   1  58   -0.1131308642E+02
   1 100   1  59   -0.1130860047E+02
   1 100   1  60   -0.3064114678E+01
   1 100   1  61   -0.4216866236E+01
   1 100   1  62   -0.1085078305E+02
   1 100   1  63   -0.5984486824E+01
   1 100   1  64   -0.3763158805E+01
   1 100   1  65   -0.8015330169E+01
   1 100   1  66   -0.6160632413E+01
   1 100   1  67   -0.6723431442E+01
   1 100   1  68   -0.5987110342E+01
   1 100   1  69   -0.8832943417E+01
   1 100   1  70   -0.4882207793E+01
   1 100   1  71   -0.4494274004E+01
   1 100   1  72   -0.1168160633E+02
   1 100   1  73   -0.8546438074E+01
   1 100   1  74   -0.8371491166E+01
   1 100   1  75   -0.1593512982E+02
   1 100   1  76   -0.1553859023E+02
   1 100   1  77   -0.9751452337E+01
   1 100   1  78   -0.6508795476E+01
   1 100   1  79   -0.8461153539E+01
   1 100   1  80   -0.6251962248E+01
   1 100   1  81   -0.6828861772E+01
