 ikr ibn iq imode EPCE[meV]
   1 100   1   1    0.0000000000E+00
   1 100   1   2    0.0000000000E+00
   1 100   1   3    0.0000000000E+00
   1 100   1   4   -0.3996286659E+01
   1 100   1   5   -0.1598969554E+02
   1 100   1   6   -0.1351023405E+02
   1 100   1   7   -0.1103120845E+02
   1 100   1   8   -0.8523802360E+01
   1 100   1   9   -0.1243124950E+02
   1 100   1  10   -0.7524668784E+01
   1 100   1  11   -0.9930735084E+01
   1 100   1  12   -0.1230195153E+02
   1 100   1  13   -0.1701397756E+02
   1 100   1  14   -0.3951139923E+02
   1 100   1  15   -0.1764621978E+02
   1 100   1  16   -0.1163727539E+02
   1 100   1  17   -0.1116646560E+02
   1 100   1  18   -0.2296959318E+02
   1 100   1  19   -0.1290472058E+02
   1 100   1  20   -0.6623109822E+01
   1 100   1  21   -0.1729592063E+02
   1 100   1  22   -0.1616292139E+02
   1 100   1  23   -0.1010911258E+02
   1 100   1  24   -0.9731147440E+01
   1 100   1  25   -0.7348707139E+01
   1 100   1  26   -0.9457206213E+01
   1 100   1  27   -0.5257893591E+01
   1 100   1  28   -0.9998229379E+01
   1 100   1  29   -0.1031978309E+02
   1 100   1  30   -0.1828955439E+02
   1 100   1  31   -0.1278546602E+02
   1 100   1  32   -0.1113280817E+02
   1 100   1  33   -0.1925473017E+02
   1 100   1  34   -0.1373396251E+02
   1 100   1  35   -0.9895172385E+01
   1 100   1  36   -0.5533716013E+01
   1 100   1  37   -0.4932556516E+01
   1 100   1  38   -0.7980895832E+01
   1 100   1  39   -0.1772127746E+02
   1 100   1  40   -0.1011723129E+02
   1 100   1  41   -0.5086224085E+01
   1 100   1  42   -0.1057083760E+02
   1 100   1  43   -0.7357010376E+01
   1 100   1  44   -0.2572845822E+01
   1 100   1  45   -0.4250265527E+01
   1 100   1  46   -0.8690614130E+01
   1 100   1  47   -0.8715378912E+01
   1 100   1  48   -0.1161673181E+02
   1 100   1  49   -0.9683084988E+01
   1 100   1  50   -0.1198806129E+02
   1 100   1  51   -0.9154643070E+01
   1 100   1  52   -0.5412919204E+01
   1 100   1  53   -0.9785261869E+01
   1 100   1  54   -0.4624677453E+01
   1 100   1  55   -0.3936766984E+01
   1 100   1  56   -0.6370357260E+01
   1 100   1  57   -0.6721969602E+01
   1 100   1  58   -0.5220070203E+01
   1 100   1  59   -0.8233485341E+01
   1 100   1  60   -0.2831147643E+01
   1 100   1  61   -0.3900945710E+01
   1 100   1  62   -0.9168774896E+01
   1 100   1  63   -0.5591424633E+01
   1 100   1  64   -0.3876441051E+01
   1 100   1  65   -0.8207346883E+01
   1 100   1  66   -0.5730884804E+01
   1 100   1  67   -0.7080663005E+01
   1 100   1  68   -0.6328864614E+01
   1 100   1  69   -0.8940233262E+01
   1 100   1  70   -0.5209440903E+01
   1 100   1  71   -0.4841849753E+01
   1 100   1  72   -0.1194691048E+02
   1 100   1  73   -0.5705319253E+01
   1 100   1  74   -0.8819073695E+01
   1 100   1  75   -0.1529333967E+02
   1 100   1  76   -0.1568393346E+02
   1 100   1  77   -0.9899152340E+01
   1 100   1  78   -0.6676638832E+01
   1 100   1  79   -0.8585340868E+01
   1 100   1  80   -0.6101901855E+01
   1 100   1  81   -0.6840691706E+01
