 ikr ibn iq imode EPCE[meV]
   1 100   1   1    0.0000000000E+00
   1 100   1   2    0.0000000000E+00
   1 100   1   3    0.0000000000E+00
   1 100   1   4    0.4237067632E+01
   1 100   1   5    0.1552941729E+02
   1 100   1   6    0.1316253463E+02
   1 100   1   7    0.1095726934E+02
   1 100   1   8    0.8157502797E+01
   1 100   1   9    0.1231432519E+02
   1 100   1  10    0.7668830125E+01
   1 100   1  11    0.9941958391E+01
   1 100   1  12    0.1255069995E+02
   1 100   1  13    0.1687272664E+02
   1 100   1  14    0.4025699184E+02
   1 100   1  15    0.1833010443E+02
   1 100   1  16    0.1249523212E+02
   1 100   1  17    0.1102215345E+02
   1 100   1  18    0.2237466332E+02
   1 100   1  19    0.1396866790E+02
   1 100   1  20    0.6712542518E+01
   1 100   1  21    0.1697930597E+02
   1 100   1  22    0.1589069815E+02
   1 100   1  23    0.1015976447E+02
   1 100   1  24    0.9714301249E+01
   1 100   1  25    0.7454177231E+01
   1 100   1  26    0.9471986632E+01
   1 100   1  27    0.5463626920E+01
   1 100   1  28    0.1024093383E+02
   1 100   1  29    0.1032914993E+02
   1 100   1  30    0.1805078293E+02
   1 100   1  31    0.1270806721E+02
   1 100   1  32    0.1163612612E+02
   1 100   1  33    0.1938648638E+02
   1 100   1  34    0.1400763848E+02
   1 100   1  35    0.1034341013E+02
   1 100   1  36    0.5948751881E+01
   1 100   1  37    0.5239053406E+01
   1 100   1  38    0.8060648276E+01
   1 100   1  39    0.1757376434E+02
   1 100   1  40    0.1026583799E+02
   1 100   1  41    0.5407066167E+01
   1 100   1  42    0.1085158631E+02
   1 100   1  43    0.7548296432E+01
   1 100   1  44    0.2791321930E+01
   1 100   1  45    0.4476556190E+01
   1 100   1  46    0.8302961558E+01
   1 100   1  47    0.8328037227E+01
   1 100   1  48    0.1116518028E+02
   1 100   1  49    0.7158717719E+01
   1 100   1  50    0.1173674691E+02
   1 100   1  51    0.8817318197E+01
   1 100   1  52    0.5523410411E+01
   1 100   1  53    0.1140501040E+02
   1 100   1  54    0.6604359639E+01
   1 100   1  55    0.5627471644E+01
   1 100   1  56    0.5962577476E+01
   1 100   1  57    0.6275991716E+01
   1 100   1  58    0.1068061401E+02
   1 100   1  59    0.8311275740E+01
   1 100   1  60    0.3473747795E+01
   1 100   1  61    0.4562327176E+01
   1 100   1  62    0.1059624268E+02
   1 100   1  63    0.6384734641E+01
   1 100   1  64    0.3708876012E+01
   1 100   1  65    0.7859571130E+01
   1 100   1  66    0.6460611766E+01
   1 100   1  67    0.7256635539E+01
   1 100   1  68    0.6563385866E+01
   1 100   1  69    0.8966431024E+01
   1 100   1  70    0.5545642335E+01
   1 100   1  71    0.5192836800E+01
   1 100   1  72    0.1201995674E+02
   1 100   1  73    0.7885041844E+01
   1 100   1  74    0.8258085286E+01
   1 100   1  75    0.1584188638E+02
   1 100   1  76    0.1556729534E+02
   1 100   1  77    0.9848160095E+01
   1 100   1  78    0.6947851264E+01
   1 100   1  79    0.8704589283E+01
   1 100   1  80    0.5487990296E+01
   1 100   1  81    0.7169702759E+01
   1 100   1  82    0.5508143287E+01
   1 100   1  83    0.5371174287E+01
   1 100   1  84    0.4243652085E+01
   1 100   1  85    0.4388127263E+01
