 iks ibn en[eV] imselfen[meV]
   1 100   -0.2856578679E+01    0.2483702268E+03
   1 101   -0.2851743854E+01    0.2371301619E+03
   1 102   -0.2814681821E+01    0.1947322321E+03
   1 103   -0.2814681807E+01    0.1947299282E+03
   1 104   -0.2805185828E+01    0.1805530322E+03
   1 105   -0.2063653274E+01    0.8519899150E+02
   1 106   -0.6290280739E+00    0.9131881602E+02
   1 107   -0.6290280535E+00    0.9131875825E+02
   1 108   -0.2187160454E+00    0.1038519456E+03
   1 109    0.0000000000E+00    0.1444937496E+03
   1 110    0.3350802856E+01    0.5681461504E+02
   1 111    0.3534427237E+01    0.1132600124E+03
   1 112    0.3534427239E+01    0.1132599914E+03
   1 113    0.3824574233E+01    0.1198591333E+03
   1 114    0.3824574264E+01    0.1198595041E+03
   1 115    0.4247826256E+01    0.5433087497E+02
   1 116    0.4952117834E+01    0.1036199427E+03
   1 117    0.5015858874E+01    0.1372390722E+03
   1 118    0.5015858944E+01    0.1372384852E+03
   1 119    0.5528917273E+01    0.1017204149E+03
   1 120    0.5688589194E+01    0.1997243848E+03
