#           band          E0[eV]         EHF[eV]         Eqp[eV]      Eqp-E0[eV]      Sc_Eqp[eV]       Width[eV]       LinEqp[eV]
         1      -8.1733000000e+00       0.0000000000e+00      -1.0753500000e+01      -2.5802000000e+00       0.0000000000e+00       0.0000000000e+00       0.0000000000e+00
         2       1.3327300000e+01       0.0000000000e+00       1.2323500000e+01      -1.0038000000e+00       0.0000000000e+00       0.0000000000e+00       0.0000000000e+00
         3       1.3327300000e+01       0.0000000000e+00       1.2322800000e+01      -1.0045000000e+00       0.0000000000e+00       0.0000000000e+00       0.0000000000e+00
         4       1.3327300000e+01       0.0000000000e+00       1.2323200000e+01      -1.0041000000e+00       0.0000000000e+00       0.0000000000e+00       0.0000000000e+00
         5       1.8923600000e+01       0.0000000000e+00       1.9746900000e+01       8.2330000000e-01       0.0000000000e+00       0.0000000000e+00       0.0000000000e+00
         6       1.8923600000e+01       0.0000000000e+00       1.9745300000e+01       8.2170000000e-01       0.0000000000e+00       0.0000000000e+00       0.0000000000e+00
         7       1.8923500000e+01       0.0000000000e+00       1.9745700000e+01       8.2220000000e-01       0.0000000000e+00       0.0000000000e+00       0.0000000000e+00
         8       2.7101000000e+01       0.0000000000e+00       2.7537000000e+01       4.3600000000e-01       0.0000000000e+00       0.0000000000e+00       0.0000000000e+00
