 iks ibn en[eV] re[meV] im[meV]
   1   1   -0.2579003693E+02   -0.1132945544E+03    0.1068520871E+01
   1   2   -0.3531532077E+01   -0.9578182677E+03    0.1657147030E+03
   1   3   -0.3531532757E+01   -0.9578208070E+03    0.1657145326E+03
   1   4   -0.3531531727E+01   -0.9578196877E+03    0.1657142763E+03
   1   5    0.4103779643E+01   -0.1442124405E+04    0.2355620891E+03
   1   6    0.4103780183E+01   -0.1442130745E+04    0.2355648185E+03
   1   7    0.4103779383E+01   -0.1442131223E+04    0.2355641703E+03
   1   8    0.1165470010E+02    0.1998698668E+03    0.9457136813E+03
   2   1   -0.2373526264E+02   -0.1678916787E+03    0.1490873253E+03
   2   2   -0.1052442031E+02   -0.4381922778E+03    0.2537237225E+03
   2   3   -0.5362379867E+01   -0.8836346040E+03    0.5595327579E+03
   2   4   -0.5362382547E+01   -0.8836480627E+03    0.5595310886E+03
   2   5    0.6422859283E+01   -0.1294042523E+04    0.1451373677E+04
   2   6    0.6422859373E+01   -0.1294042536E+04    0.1451376207E+04
   2   7    0.6534450773E+01   -0.3208304554E+03    0.6518900769E+03
   2   8    0.1308717389E+02   -0.5907625659E+03    0.2576096054E+03
   3   1   -0.1969457770E+02   -0.3416766771E+03    0.1365389209E+03
   3   2   -0.1733930549E+02   -0.4277022756E+03    0.4781767076E+02
   3   3   -0.6530220851E+01   -0.8005753035E+03    0.2668442107E+03
   3   4   -0.6530218519E+01   -0.8005727199E+03    0.2668420989E+03
   3   5    0.7121344883E+01   -0.9198100803E+03    0.5375090794E+03
   3   6    0.7121345853E+01   -0.9198082719E+03    0.5375095621E+03
   3   7    0.7231979243E+01   -0.1086564335E+03    0.1587417894E+03
   3   8    0.1424826782E+02   -0.8766801010E+03    0.1246452351E+03
   4   1   -0.2303837156E+02   -0.1485575502E+03    0.1158442339E+03
   4   2   -0.8453171320E+01   -0.4995281945E+03    0.2532767759E+03
   4   3   -0.7866908909E+01   -0.7953091070E+03    0.2358785086E+03
   4   4   -0.7866909002E+01   -0.7953087046E+03    0.2358784039E+03
   4   5    0.2741088393E+01   -0.7826705914E+03    0.2486949746E+03
   4   6    0.8703060833E+01   -0.7070784008E+03    0.3857305630E+03
   4   7    0.1032963071E+02   -0.1276332560E+04    0.5897498285E+03
   4   8    0.1032963085E+02   -0.1276333029E+04    0.5897501132E+03
   5   1   -0.1949174145E+02   -0.1904424516E+03    0.4788815560E+03
   5   2   -0.1475449098E+02   -0.4296802029E+03    0.3429606753E+03
   5   3   -0.1069414815E+02   -0.6973363012E+03    0.4098735188E+03
   5   4   -0.8706042971E+01   -0.8942428621E+03    0.3837787241E+03
   5   5    0.4431979173E+01   -0.5115779014E+03    0.7646465504E+03
   5   6    0.1002202107E+02   -0.9375009875E+03    0.8472162134E+03
   5   7    0.1157888052E+02   -0.1369814095E+04    0.1286231084E+04
   5   8    0.1194595338E+02   -0.6279028965E+03    0.1193031462E+04
   6   1   -0.2099575017E+02   -0.2243577417E+03    0.2400766930E+03
   6   2   -0.1273754136E+02   -0.5525293643E+03    0.2145085292E+03
   6   3   -0.1156675522E+02   -0.6362096438E+03    0.1620515546E+03
   6   4   -0.6747837200E+01   -0.9610415825E+03    0.3394919633E+03
   6   5    0.6405138143E+01   -0.1009608503E+04    0.1266641537E+04
   6   6    0.8810368993E+01   -0.1325568060E+04    0.8137227067E+03
   6   7    0.1092699290E+02   -0.1338664133E+04    0.8227766507E+03
   6   8    0.1248259389E+02   -0.4403398194E+03    0.4460227329E+03
   7   1   -0.1697933613E+02   -0.3121679426E+03    0.1049294510E+03
   7   2   -0.1697933630E+02   -0.3121680522E+03    0.1049294839E+03
   7   3   -0.1022112400E+02   -0.6992429001E+03    0.6215116345E+02
   7   4   -0.1022112324E+02   -0.6992426419E+03    0.6215104831E+02
   7   5    0.3000363903E+01   -0.2801940913E+03    0.1388878234E+03
   7   6    0.3000363353E+01   -0.2801946155E+03    0.1388876891E+03
   7   7    0.1557383671E+02   -0.1803131526E+04    0.2052159906E+03
   7   8    0.1557383387E+02   -0.1803135776E+04    0.2052145551E+03
   8   1   -0.1598492449E+02   -0.3246079917E+03    0.2258403978E+03
   8   2   -0.1598492367E+02   -0.3246060625E+03    0.2258404475E+03
   8   3   -0.1227055612E+02   -0.6384053766E+03    0.1310408119E+03
   8   4   -0.1227055840E+02   -0.6384077060E+03    0.1310408231E+03
   8   5    0.9130253433E+01   -0.7917418946E+03    0.4509072944E+03
   8   6    0.9130256173E+01   -0.7917354284E+03    0.4509075288E+03
   8   7    0.1102108399E+02   -0.8001992193E+03    0.9152536743E+03
   8   8    0.1102108407E+02   -0.8001991248E+03    0.9152548145E+03
