#            band          E0[eV]         EHF[eV]         Eqp[eV]      Eqp-E0[eV]      Sc_Eqp[eV]       Width[eV]      LinEqp[eV]
     0.1000000000E+01   -0.2212111720E+01   -0.1101780142E+02   -0.4013179707E+01   -0.1801067988E+01    0.7003502518E+01    0.4812473608E+00   -0.4452794420E+01
     0.2000000000E+01    0.2429478698E+01   -0.4346403271E+01    0.6679756426E+00   -0.1761503055E+01    0.5013686594E+01    0.2113443165E+00    0.7069498118E+00
     0.3000000000E+01    0.6446241970E+01    0.1454998613E+01    0.4798096205E+01   -0.1648145765E+01    0.3344381980E+01    0.1019887660E-01    0.4779085561E+01
     0.4000000000E+01    0.8295720653E+01    0.4057201623E+01    0.6828447510E+01   -0.1467273143E+01    0.2771190804E+01    0.6867066297E-02    0.6814487331E+01
     0.5000000000E+01    0.1916848480E+02    0.2514899471E+02    0.1963554964E+02    0.4670648442E+00   -0.5513451854E+01   -0.3579300834E-02    0.1963648868E+02
     0.6000000000E+01    0.2445208319E+02    0.3204299115E+02    0.2517004200E+02    0.7179588155E+00   -0.6878608360E+01   -0.2707818406E-01    0.2517563784E+02
     0.7000000000E+01    0.2578655029E+02    0.3446014358E+02    0.2680400813E+02    0.1017457838E+01   -0.7640621785E+01   -0.3445644523E-01    0.2683253141E+02
     0.8000000000E+01    0.2625997762E+02    0.3466604280E+02    0.2704614096E+02    0.7861633397E+00   -0.7620920189E+01   -0.1399225729E+00    0.2698883631E+02
