 in_star,      iq
       1,      24
       2,     978
       3,      33
       4,     189
       5,     798
       6,     303
       7,     819
       8,     204
       9,     321
      10,     882
      11,     231
      12,     780
       1,      88
       2,     134
       3,      79
       4,     923
       5,     314
       6,     709
       7,     293
       8,     808
       9,     781
      10,     230
      11,     871
      12,     332
