 in_star,      iq
       1,      36
       2,     856
       3,      54
       4,     278
       5,     586
       6,     504
       7,     728
       8,     306
       9,     531
      10,     773
      11,     351
      12,     559
       1,      76
       2,     256
       3,      58
       4,     834
       5,     526
       6,     508
       7,     384
       8,     706
       9,     571
      10,     339
      11,     751
      12,     553
