 in_star,      iq
       1,      37
       2,     745
       3,      64
       4,     378
       5,     475
       6,     604
       7,     738
       8,     307
       9,     631
      10,     774
      11,     361
      12,     448
       1,      75
       2,     367
       3,      48
       4,     734
       5,     637
       6,     408
       7,     374
       8,     705
       9,     471
      10,     338
      11,     741
      12,     664
